1354058781658732910;metadata_log_format;3 # nanosecond timing
1354058781659343261;metadata_system_time;1354058781660
1354058781659770507;metadata_surveyName;/sdcard/LocationTracker/1354058781645.txt
1354058781660350341;metadata_notes;
1354058781660808105;metadata_deviceInfo;Board: bryce Brand: Verizon Device: bryce Hardware: qcom Manufacturer: LGE Model: VS910 4G Product: bryce
1354058765183000000;latLngE7LastKnown;378754460 -1222586705 50.0 -1.0 -1.0
1354058781701518032;compass/AK8973 Magnetic Field;-13.3125 49.6875 -39.625 3
1354058781701488032;orientation/AK8973 Compass;24.421875 0.484375 -0.390625 1
1354058781701488032;accel/kr3dh;-0.06810174 -0.08172209 9.820271 3
1354058781701488032;linaccel/Linear Acceleration Sensor;0.0 0.0 0.0 3
1354058781796123032;orientation/AK8973 Compass;20.296875 0.0 -0.390625 1
1354058781796123032;accel/kr3dh;-0.06810174 -0.0 9.929234 3
1354058781796123032;compass/AK8973 Magnetic Field;-14.375 50.6875 -41.625 3
1354058781796123032;linaccel/Linear Acceleration Sensor;0.0 0.08054529 0.107393265 3
1354058781893443032;compass/AK8973 Magnetic Field;-12.3125 47.6875 -40.625 3
1354058781893413032;accel/kr3dh;-0.040861044 -0.027240695 9.779409 3
1354058781893413032;linaccel/Linear Acceleration Sensor;0.026811939 0.046715073 -0.049429893 3
1354058781893382032;orientation/AK8973 Compass;19.953125 0.171875 -0.25 1
1354058781988658032;compass/AK8973 Magnetic Field;-13.3125 49.1875 -40.125 3
1354058781988627032;accel/kr3dh;-0.05448139 -0.05448139 9.833891 3
1354058781988627032;linaccel/Linear Acceleration Sensor;0.011114817 0.005410645 -0.00554657 3
1354058781988597032;orientation/AK8973 Compass;19.671875 0.3125 -0.3125 1
1354058782084575032;compass/AK8973 Magnetic Field;-13.0625 48.4375 -40.125 3
1354058782084544032;accel/kr3dh;-0.05448139 -0.05448139 9.779409 3
1354058782084544032;linaccel/Linear Acceleration Sensor;0.0066574663 -0.010726754 -0.065000534 3
1354058782084514032;orientation/AK8973 Compass;19.40625 0.3125 -0.3125 1
1354058782180186032;compass/AK8973 Magnetic Field;-12.5625 47.4375 -39.625 3
1354058782180156032;accel/kr3dh;-0.17706452 0.040861044 9.765789 3
1354058782180156032;linaccel/Linear Acceleration Sensor;-0.11925306 0.07465562 -0.07075691 3
1354058782180125032;orientation/AK8973 Compass;19.171875 -0.25 -1.03125 1
1354058782274852032;compass/AK8973 Magnetic Field;-12.8125 46.9375 -39.375 3
1354058782274821032;accel/kr3dh;0.040861044 -0.0 9.901993 3
1354058782274821032;linaccel/Linear Acceleration Sensor;0.10217291 0.02845332 0.08218002 3
1354058782274760032;orientation/AK8973 Compass;18.921875 0.0 0.21875 1
1354058782369456032;accel/kr3dh;-0.05448139 -0.08172209 9.765789 3
1354058782369456032;compass/AK8973 Magnetic Field;-12.8125 46.9375 -39.625 3
1354058782369456032;linaccel/Linear Acceleration Sensor;0.014269453 -0.060329746 -0.040338516 3
1354058782369426032;orientation/AK8973 Compass;18.71875 0.484375 -0.3125 1
1354058782462932032;compass/AK8973 Magnetic Field;-13.0625 47.1875 -39.625 3
1354058782462901032;orientation/AK8973 Compass;18.515625 0.25 -0.0 1
1354058782462901032;accel/kr3dh;0.0 -0.040861044 9.765789 3
1354058782462901032;linaccel/Linear Acceleration Sensor;0.06833284 -0.025459468 -0.037111282 3
1354058782561290283;wifi;00:17:df:a7:4c:f2,UNKNOWN,-83 00:17:df:a7:33:12,UNKNOWN,-90 00:23:04:89:db:11,UNKNOWN,-95 00:17:df:a7:4c:f5,UNKNOWN,-83 00:23:04:89:db:14,UNKNOWN,-94 dc:7b:94:35:24:25,UNKNOWN,-95 00:17:df:a7:4c:f0,UNKNOWN,-82 00:17:df:a7:4c:f1,UNKNOWN,-83 00:17:df:a7:4c:f6,UNKNOWN,-83 00:22:90:39:70:a1,UNKNOWN,-83 00:17:df:a7:33:10,UNKNOWN,-87 00:17:df:a7:33:16,UNKNOWN,-89 00:17:df:a7:33:11,UNKNOWN,-89 00:23:04:89:d2:55,UNKNOWN,-93 00:23:04:89:db:13,UNKNOWN,-95 00:23:04:89:db:15,UNKNOWN,-95 00:23:04:89:d2:52,UNKNOWN,-95 
1354058782559031032;compass/AK8973 Magnetic Field;-13.0625 47.6875 -39.375 3
1354058782559001032;accel/kr3dh;-0.06810174 0.027240695 9.874752 3
1354058782559001032;linaccel/Linear Acceleration Sensor;-0.012839388 0.044677295 0.069690704 3
1354058782558970032;orientation/AK8973 Compass;18.328125 -0.171875 -0.390625 1
1354058782563000000;latLngE7Network;378754354 -1222587193 50.0 -1.0 -1.0
1354058782652019032;compass/AK8973 Magnetic Field;-13.0625 48.1875 -39.375 3
1354058782651988032;orientation/AK8973 Compass;18.15625 0.0 -0.390625 1
1354058782651988032;accel/kr3dh;-0.06810174 -0.0 9.915613 3
1354058782651988032;linaccel/Linear Acceleration Sensor;-0.027910061 0.023327405 0.10754776 3
1354058782744792032;orientation/AK8973 Compass;18.0 0.0 -0.3125 1
1354058782744792032;accel/kr3dh;-0.05448139 -0.0 9.888372 3
1354058782744792032;compass/AK8973 Magnetic Field;-13.0625 47.6875 -39.375 3
1354058782744792032;linaccel/Linear Acceleration Sensor;-0.020454984 0.023269428 0.06935024 3
1354058782839427032;compass/AK8973 Magnetic Field;-13.0625 47.9375 -39.125 3
1354058782839396032;accel/kr3dh;0.040861044 -0.0 9.80665 3
1354058782839396032;linaccel/Linear Acceleration Sensor;0.07883511 0.0148033425 -0.035219193 3
1354058782839335032;orientation/AK8973 Compass;17.8125 0.0 0.25 1
1354058782934154032;compass/AK8973 Magnetic Field;-13.8125 47.1875 -39.375 3
1354058782934123032;accel/kr3dh;-0.10896278 0.040861044 9.901993 3
1354058782934123032;linaccel/Linear Acceleration Sensor;-0.066498026 0.044639464 0.037269592 3
1354058782934092032;orientation/AK8973 Compass;17.75 -0.21875 -0.640625 1
1354058783030040032;orientation/AK8973 Compass;17.65625 -0.078125 -0.3125 1
1354058783030040032;accel/kr3dh;-0.05448139 0.013620348 9.861132 3
1354058783030040032;compass/AK8973 Magnetic Field;-13.5625 47.1875 -39.125 3
1354058783030040032;linaccel/Linear Acceleration Sensor;-0.012399219 0.007765197 -0.014274597 3
1354058783123668032;compass/AK8973 Magnetic Field;-13.5625 47.4375 -38.875 3
1354058783123607032;accel/kr3dh;-0.095342435 -0.0 9.820271 3
1354058783123607032;linaccel/Linear Acceleration Sensor;-0.052262235 -0.013390966 -0.054362297 3
1354058783123576032;orientation/AK8973 Compass;17.578125 0.0 -0.5625 1
1354058783218028032;orientation/AK8973 Compass;17.515625 0.3125 -0.484375 1
1354058783218028032;accel/kr3dh;-0.08172209 -0.05448139 9.833891 3
1354058783218028032;compass/AK8973 Magnetic Field;-13.5625 46.9375 -39.375 3
1354058783218028032;linaccel/Linear Acceleration Sensor;-0.03019141 -0.07125397 -0.033543587 3
1354058783315349032;compass/AK8973 Magnetic Field;-13.0625 47.1875 -39.375 3
1354058783315288032;accel/kr3dh;-0.08172209 0.027240695 9.861132 3
1354058783315288032;linaccel/Linear Acceleration Sensor;-0.016052336 0.015255679 0.0048999786 3
1354058783315227032;orientation/AK8973 Compass;17.40625 -0.171875 -0.484375 1
