1354231399218045166;metadata_log_format;3 # nanosecond timing
1354231399218472412;metadata_system_time;1354231399218
1354231399218808105;metadata_surveyName;/sdcard/LocationTracker/1354231399203.txt
1354231399219265869;metadata_notes;
1354231399219662597;metadata_deviceInfo;Board: bryce Brand: Verizon Device: bryce Hardware: qcom Manufacturer: LGE Model: VS910 4G Product: bryce
1354231385426000000;latLngE7LastKnown;378754240 -1222587646 50.0 -1.0 -1.0
1354231399257442548;compass/AK8973 Magnetic Field;16.0 11.375 -43.6875 3
1354231399257412548;orientation/AK8973 Compass;9.109375 -0.5625 0.25 1
1354231399257412548;accel/kr3dh;0.040861044 0.095342435 9.765789 3
1354231399257412548;linaccel/Linear Acceleration Sensor;0.0 0.0 0.0 3
1354231399349941548;compass/AK8973 Magnetic Field;15.0 11.375 -43.6875 3
1354231399349911548;orientation/AK8973 Compass;338.65625 -0.5625 -0.0 1
1354231399349911548;accel/kr3dh;0.0 0.095342435 9.765789 3
1354231399349911548;linaccel/Linear Acceleration Sensor;-0.040314406 -7.4505806E-9 -9.536743E-7 3
1354231399444485548;compass/AK8973 Magnetic Field;16.0 10.3125 -43.6875 3
1354231399444424548;accel/kr3dh;0.0 -0.0 9.80665 3
1354231399444424548;linaccel/Linear Acceleration Sensor;-0.03706843 -0.093975216 0.040273666 3
1354231399444393548;orientation/AK8973 Compass;320.71875 0.0 -0.0 1
1354231399542232548;compass/AK8973 Magnetic Field;15.5 11.125 -43.6875 3
1354231399542171548;accel/kr3dh;0.040861044 0.013620348 9.697687 3
1354231399542171548;linaccel/Linear Acceleration Sensor;0.011663148 -0.072308145 -0.07048988 3
1354231399542141548;orientation/AK8973 Compass;313.10938 -0.078125 0.25 1
1354231399640529548;compass/AK8973 Magnetic Field;15.25 10.875 -43.6875 3
1354231399640499548;accel/kr3dh;-0.05448139 0.05448139 9.847511 3
1354231399640499548;linaccel/Linear Acceleration Sensor;-0.07345826 -0.012807082 0.077878 3
1354231399640438548;orientation/AK8973 Compass;312.70313 -0.3125 -0.3125 1
1354231399735744548;accel/kr3dh;0.027240695 0.06810174 9.765789 3
1354231399735744548;linaccel/Linear Acceleration Sensor;0.017648786 0.022312768 -0.0046596527 3
1354231399735714548;orientation/AK8973 Compass;312.28125 -0.390625 0.171875 1
1354231399830318548;compass/AK8973 Magnetic Field;15.0 10.875 -43.4375 3
1354231399830288548;accel/kr3dh;0.040861044 -0.0 9.861132 3
1354231399830288548;linaccel/Linear Acceleration Sensor;0.03847107 -0.03270156 0.08637619 3
1354231399830227548;orientation/AK8973 Compass;311.85938 0.0 0.21875 1
1354231399934841548;orientation/AK8973 Compass;311.5 -0.5625 0.25 1
1354231399934841548;accel/kr3dh;0.040861044 0.095342435 9.820271 3
1354231399934841548;compass/AK8973 Magnetic Field;15.25 10.875 -43.1875 3
1354231399934841548;linaccel/Linear Acceleration Sensor;0.038868718 0.063201346 0.0321846 3
1354231400027614548;orientation/AK8973 Compass;311.17188 0.0 -0.171875 1
1354231400027614548;accel/kr3dh;-0.027240695 -0.0 9.752169 3
1354231400027614548;compass/AK8973 Magnetic Field;15.25 11.125 -43.1875 3
1354231400027614548;linaccel/Linear Acceleration Sensor;-0.036813177 -0.036818568 -0.0517416 3
1354231400080929686;wifi;00:17:df:a7:33:12,UNKNOWN,-76 00:22:90:39:07:12,UNKNOWN,-81 00:17:df:a8:60:62,UNKNOWN,-83 00:17:df:a7:4c:f2,UNKNOWN,-86 00:22:90:39:65:b2,UNKNOWN,-88 00:17:df:a7:33:15,UNKNOWN,-76 00:22:90:39:07:15,UNKNOWN,-79 00:17:df:a7:4c:f5,UNKNOWN,-86 00:17:df:a8:60:65,UNKNOWN,-91 00:17:df:a7:33:16,UNKNOWN,-76 00:17:df:a7:33:10,UNKNOWN,-77 00:17:df:a7:33:11,UNKNOWN,-77 00:22:90:39:07:10,UNKNOWN,-80 00:22:90:39:07:16,UNKNOWN,-80 00:17:df:a8:60:61,UNKNOWN,-85 00:17:df:a7:4c:f6,UNKNOWN,-88 00:22:90:39:65:b6,UNKNOWN,-88 
1354231400053000000;latLngE7Network;378754007 -1222587427 50.0 -1.0 -1.0
1354231400141109548;compass/AK8973 Magnetic Field;15.5 11.125 -43.4375 3
1354231400141079548;accel/kr3dh;0.013620348 0.027240695 9.670447 3
1354231400141079548;linaccel/Linear Acceleration Sensor;-0.0065386416 -0.014529156 -0.14105701 3
1354231400141048548;orientation/AK8973 Compass;310.84375 -0.171875 0.078125 1
1354231400235134548;accel/kr3dh;-0.040861044 -0.0 9.724928 3
1354231400235134548;compass/AK8973 Magnetic Field;16.0 11.125 -43.6875 3
1354231400235134548;linaccel/Linear Acceleration Sensor;-0.0605268 -0.040352434 -0.071928024 3
1354231400235103548;orientation/AK8973 Compass;310.48438 0.0 -0.25 1
1354231400330044548;compass/AK8973 Magnetic Field;15.75 11.125 -43.9375 3
1354231400330013548;accel/kr3dh;0.0 0.027240695 9.765789 3
1354231400330013548;linaccel/Linear Acceleration Sensor;-0.008940553 -0.0050584804 0.0023651123 3
1354231400329952548;orientation/AK8973 Compass;310.17188 -0.171875 -0.0 1
1354231400424770548;compass/AK8973 Magnetic Field;15.75 11.375 -44.1875 3
1354231400424740548;accel/kr3dh;0.040861044 0.10896278 9.765789 3
1354231400424740548;linaccel/Linear Acceleration Sensor;0.04452374 0.08524355 0.033023834 3
1354231400424679548;orientation/AK8973 Compass;309.95313 -0.640625 0.25 1
1354231400518520548;accel/kr3dh;0.0 -0.0 9.847511 3
1354231400518520548;compass/AK8973 Magnetic Field;15.75 10.875 -44.1875 3
1354231400518520548;linaccel/Linear Acceleration Sensor;0.0092813745 -0.022890713 0.12422562 3
1354231400518490548;orientation/AK8973 Compass;309.625 0.0 -0.0 1
1354231400612209548;compass/AK8973 Magnetic Field;15.25 11.125 -44.1875 3
1354231400612179548;accel/kr3dh;-0.027240695 0.05448139 9.833891 3
1354231400612179548;linaccel/Linear Acceleration Sensor;-0.021683598 0.023315197 0.09516716 3
1354231400612148548;orientation/AK8973 Compass;309.45313 -0.3125 -0.171875 1
1354231400705929548;orientation/AK8973 Compass;309.26563 0.0 -0.0 1
1354231400705929548;accel/kr3dh;0.0 -0.0 9.80665 3
1354231400705929548;compass/AK8973 Magnetic Field;14.75 10.875 -43.9375 3
1354231400705929548;linaccel/Linear Acceleration Sensor;-8.1236963E-4 -0.0404709 0.036175728 3
1354231400714000000;rawNmea;$GPGSV,3,1,11,03,42,270,,06,49,246,,09,14,063,,14,52,178,*75
1354231400716000000;rawNmea;$GPGSV,3,2,11,15,04,039,,16,00,241,,18,51,049,,19,34,305,*7B
1354231400718000000;rawNmea;$GPGSV,3,3,11,21,39,112,,22,70,317,,24,15,070,*45
1354231400721000000;rawNmea;$GPGGA,232319.9,,,,,0,,,,,,,,*79
1354231400723000000;rawNmea;$GPVTG,,T,,M,,N,,K,N*2C
1354231400725000000;rawNmea;$GPRMC,,V,,,,,,,,,,N*53
1354231400729000000;rawNmea;$GPGSA,A,1,,,,,,,,,,,,,,,*1E
1354231400799709548;compass/AK8973 Magnetic Field;14.5 10.875 -43.1875 3
1354231400799679548;accel/kr3dh;0.040861044 -0.0 9.80665 3
1354231400799679548;linaccel/Linear Acceleration Sensor;0.037823442 -0.042212017 0.003578186 3
1354231400799648548;orientation/AK8973 Compass;309.09375 0.0 0.25 1
1354231400912960938;wifi;00:23:04:89:cd:b2,UNKNOWN,-74 00:17:df:a7:33:12,UNKNOWN,-77 00:22:90:39:07:12,UNKNOWN,-81 00:17:df:a7:4c:f2,UNKNOWN,-89 00:17:df:a7:33:15,UNKNOWN,-78 00:23:04:89:cd:b5,UNKNOWN,-74 00:22:90:39:07:15,UNKNOWN,-81 00:17:df:a7:4c:f5,UNKNOWN,-89 00:23:04:89:cd:b0,UNKNOWN,-76 00:17:df:a7:33:10,UNKNOWN,-77 00:17:df:a7:33:16,UNKNOWN,-78 00:17:df:a7:33:11,UNKNOWN,-79 00:23:04:89:cd:b6,UNKNOWN,-79 00:22:90:39:07:16,UNKNOWN,-80 00:22:90:39:07:11,UNKNOWN,-81 00:22:90:39:07:10,UNKNOWN,-82 00:17:df:a7:4c:f0,UNKNOWN,-88 00:17:df:a7:4c:f6,UNKNOWN,-88 00:17:df:a7:4c:f1,UNKNOWN,-89 
1354231400900997548;compass/AK8973 Magnetic Field;14.75 11.375 -42.9375 3
1354231400900966548;accel/kr3dh;0.05448139 0.040861044 9.956474 3
1354231400900966548;linaccel/Linear Acceleration Sensor;0.05063972 0.007073462 0.13050652 3
1354231400900905548;orientation/AK8973 Compass;309.0 -0.21875 0.3125 1
1354231400994015548;accel/kr3dh;-0.027240695 0.05448139 9.820271 3
1354231400994015548;compass/AK8973 Magnetic Field;14.75 11.625 -43.1875 3
1354231400994015548;linaccel/Linear Acceleration Sensor;-0.03678355 0.030794939 -0.019450188 3
1354231400993984548;orientation/AK8973 Compass;309.0 -0.3125 -0.171875 1
1354231401086788548;accel/kr3dh;-0.040861044 0.05448139 9.847511 3
1354231401086788548;compass/AK8973 Magnetic Field;15.75 11.875 -43.6875 3
1354231401086788548;linaccel/Linear Acceleration Sensor;-0.05809021 0.034633324 -0.004593849 3
1354231401086757548;orientation/AK8973 Compass;308.92188 -0.3125 -0.21875 1
1354231401180355548;compass/AK8973 Magnetic Field;16.0 11.375 -43.6875 3
1354231401180324548;accel/kr3dh;0.040861044 0.040861044 9.765789 3
1354231401180324548;linaccel/Linear Acceleration Sensor;0.023257434 0.015099278 -0.0946846 3
1354231401180263548;orientation/AK8973 Compass;308.70313 -0.25 0.25 1
1354231401275173548;compass/AK8973 Magnetic Field;15.25 11.125 -43.9375 3
1354231401275112548;accel/kr3dh;0.040861044 0.040861044 9.915613 3
1354231401275112548;linaccel/Linear Acceleration Sensor;0.030832998 0.0039390773 0.05826187 3
1354231401275081548;orientation/AK8973 Compass;308.54688 -0.21875 0.21875 1
1354231401370113548;compass/AK8973 Magnetic Field;15.0 11.125 -43.4375 3
1354231401370083548;accel/kr3dh;0.06810174 -0.0 9.779409 3
1354231401370083548;linaccel/Linear Acceleration Sensor;0.062121667 -0.045046028 -0.066327095 3
1354231401370052548;orientation/AK8973 Compass;308.39063 0.0 0.390625 1
1354231401476070548;compass/AK8973 Magnetic Field;14.75 10.875 -43.1875 3
1354231401476040548;accel/kr3dh;0.05448139 -0.0 9.901993 3
1354231401476040548;linaccel/Linear Acceleration Sensor;0.03802549 -0.043159205 0.06636238 3
1354231401476009548;orientation/AK8973 Compass;308.23438 0.0 0.3125 1
1354231401572750548;compass/AK8973 Magnetic Field;14.5 11.125 -43.6875 3
1354231401572689548;accel/kr3dh;0.040861044 0.13620348 9.820271 3
1354231401572689548;linaccel/Linear Acceleration Sensor;0.0065177754 0.101974405 -0.014357567 3
1354231401572658548;orientation/AK8973 Compass;308.25 -0.78125 0.25 1
1354231401666500548;accel/kr3dh;0.027240695 0.013620348 9.80665 3
1354231401666500548;compass/AK8973 Magnetic Field;14.75 11.125 -43.1875 3
1354231401666500548;linaccel/Linear Acceleration Sensor;-0.022400623 -0.014859903 -0.03240204 3
1354231401666469548;orientation/AK8973 Compass;308.17188 -0.078125 0.171875 1
