1354997685468427734;metadata_log_format;3 # nanosecond timing
1354997685468885498;metadata_system_time;1354997685469
1354997685471113282;metadata_surveyName;/sdcard/LocationTracker/1354997685455.txt
1354997685472425538;metadata_notes;
1354997685473463135;metadata_deviceInfo;Board: bryce Brand: Verizon Device: bryce Hardware: qcom Manufacturer: LGE Model: VS910 4G Product: bryce
1354997675272000000;latLngE7LastKnown;378754192 -1222587095 45.0 -1.0 -1.0
1354997685519208055;compass/AK8973 Magnetic Field;4.3125 -34.4375 -55.4375 3
1354997685519178055;accel/kr3dh;0.095342435 -0.05448139 9.901993 3
1354997685519178055;linaccel/Linear Acceleration Sensor;0.0 0.0 0.0 3
1354997685519147055;orientation/AK8973 Compass;221.54688 0.3125 0.5625 2
1354997685626569055;orientation/AK8973 Compass;203.78125 0.0 0.21875 2
1354997685626569055;accel/kr3dh;0.040861044 -0.0 9.929234 3
1354997685626569055;compass/AK8973 Magnetic Field;3.3125 -33.4375 -56.4375 3
1354997685626569055;linaccel/Linear Acceleration Sensor;-0.05330578 0.053305775 0.026652336 3
1354997685720319055;compass/AK8973 Magnetic Field;3.3125 -33.4375 -55.4375 3
1354997685720289055;accel/kr3dh;0.10896278 -0.027240695 9.861132 3
1354997685720289055;linaccel/Linear Acceleration Sensor;0.018582657 0.021708122 -0.042868614 3
1354997685720258055;orientation/AK8973 Compass;195.25 0.171875 0.640625 2
1354997685816541055;compass/AK8973 Magnetic Field;3.8125 -33.6875 -55.9375 3
1354997685816511055;accel/kr3dh;0.095342435 -0.05448139 9.929234 3
1354997685816511055;linaccel/Linear Acceleration Sensor;0.01084841 -0.014202185 0.024196625 3
1354997685816480055;orientation/AK8973 Compass;191.28125 0.3125 0.5625 2
1354997685915967055;compass/AK8973 Magnetic Field;3.5625 -33.9375 -55.9375 3
1354997685915906055;accel/kr3dh;0.040861044 -0.027240695 9.888372 3
1354997685915906055;linaccel/Linear Acceleration Sensor;-0.039849166 0.0045794193 -0.0156059265 3
