1354227080636155274;metadata_log_format;3 # nanosecond timing
1354227080636613038;metadata_system_time;1354227080637
1354227080636948731;metadata_surveyName;/sdcard/LocationTracker/1354227080627.txt
1354227080637437012;metadata_notes;
1354227080637803223;metadata_deviceInfo;Board: bryce Brand: Verizon Device: bryce Hardware: qcom Manufacturer: LGE Model: VS910 4G Product: bryce
1354227067559000000;latLngE7LastKnown;378754234 -1222587146 50.0 -1.0 -1.0
1354227080677841966;orientation/AK8973 Compass;346.70313 1.375 0.5625 1
1354227080677841966;accel/kr3dh;0.095342435 -0.23154591 9.697687 3
1354227080677841966;compass/AK8973 Magnetic Field;18.0 47.6875 -37.625 3
1354227080677841966;linaccel/Linear Acceleration Sensor;0.0 0.0 0.0 3
1354227080773330966;accel/kr3dh;0.05448139 -0.20430522 9.629586 3
1354227080773330966;compass/AK8973 Magnetic Field;19.0 45.625 -36.625 3
1354227080773330966;linaccel/Linear Acceleration Sensor;-0.040255394 0.026836902 -0.06709194 3
1354227080773300966;orientation/AK8973 Compass;341.75 1.203125 0.328125 1
1354227080868362966;compass/AK8973 Magnetic Field;18.0 47.6875 -38.625 3
1354227080868332966;accel/kr3dh;0.040861044 -0.20430522 9.656827 3
1354227080868332966;linaccel/Linear Acceleration Sensor;-0.05032203 0.024600133 -0.034656525 3
1354227080868301966;orientation/AK8973 Compass;341.5625 1.203125 0.25 1
1354227080963485966;orientation/AK8973 Compass;341.375 1.34375 0.25 1
1354227080963485966;accel/kr3dh;0.040861044 -0.23154591 9.80665 3
1354227080963485966;compass/AK8973 Magnetic Field;18.0 47.1875 -37.375 3
1354227080963485966;linaccel/Linear Acceleration Sensor;-0.040945496 -0.00774692 0.12449932 3
1354227081059066966;compass/AK8973 Magnetic Field;18.25 46.9375 -37.125 3
1354227081059036966;accel/kr3dh;0.040861044 -0.16344418 9.765789 3
1354227081059036966;linaccel/Linear Acceleration Sensor;-0.026279476 0.05367133 0.08610821 3
1354227081059005966;orientation/AK8973 Compass;341.1875 0.953125 0.25 1
1354227081155105966;compass/AK8973 Magnetic Field;18.0 47.4375 -37.375 3
1354227081155075966;accel/kr3dh;0.06810174 -0.14982383 9.697687 3
1354227081155075966;linaccel/Linear Acceleration Sensor;0.01566248 0.059543893 0.00223732 3
1354227081155044966;orientation/AK8973 Compass;341.03125 0.890625 0.390625 1
1354227081248764966;accel/kr3dh;0.06810174 -0.14982383 9.575105 3
1354227081248764966;compass/AK8973 Magnetic Field;18.0 47.1875 -37.125 3
1354227081248764966;linaccel/Linear Acceleration Sensor;0.02388756 0.048187062 -0.14389801 3
1354227081248733966;orientation/AK8973 Compass;340.875 0.890625 0.421875 1
1354227081342636966;compass/AK8973 Magnetic Field;18.0 47.1875 -37.375 3
1354227081342605966;accel/kr3dh;0.12258313 -0.23154591 9.643207 3
1354227081342605966;linaccel/Linear Acceleration Sensor;0.07678507 -0.048722148 -0.08291435 3
1354227081342575966;orientation/AK8973 Compass;340.70313 1.375 0.734375 1
1354227081441330966;compass/AK8973 Magnetic Field;17.5 47.4375 -37.625 3
1354227081441299966;accel/kr3dh;0.013620348 -0.27240697 9.629586 3
1354227081441299966;linaccel/Linear Acceleration Sensor;-0.04326743 -0.09969714 -0.0727644 3
1354227081441208966;orientation/AK8973 Compass;340.60938 1.625 0.078125 1
1354227081489274170;wifi;00:17:df:a7:33:12,UNKNOWN,-69 00:17:df:a7:4c:f2,UNKNOWN,-81 00:23:04:89:cd:b2,UNKNOWN,-82 00:23:04:89:bb:f2,UNKNOWN,-94 00:17:df:a7:33:15,UNKNOWN,-68 00:22:90:39:07:15,UNKNOWN,-74 00:23:04:89:cd:b5,UNKNOWN,-74 00:17:df:a7:4c:f5,UNKNOWN,-82 00:17:df:a8:60:65,UNKNOWN,-93 00:23:04:89:bb:f5,UNKNOWN,-96 00:17:df:a7:33:16,UNKNOWN,-68 00:17:df:a7:33:10,UNKNOWN,-69 00:17:df:a7:33:11,UNKNOWN,-70 00:22:90:39:07:10,UNKNOWN,-72 00:22:90:39:07:16,UNKNOWN,-73 00:23:04:89:cd:b1,UNKNOWN,-73 00:22:90:39:07:11,UNKNOWN,-74 00:23:04:89:cd:b0,UNKNOWN,-75 00:17:df:a7:4c:f6,UNKNOWN,-82 00:17:df:a7:4c:f0,UNKNOWN,-83 00:17:df:a7:4c:f1,UNKNOWN,-83 00:23:04:89:cd:b6,UNKNOWN,-83 00:23:04:89:bb:f0,UNKNOWN,-94 00:23:04:89:bb:f6,UNKNOWN,-96 
1354227081492000000;latLngE7Network;378754152 -1222587553 50.0 -1.0 -1.0
1354227081535781966;accel/kr3dh;0.06810174 -0.14982383 9.643207 3
1354227081535781966;compass/AK8973 Magnetic Field;17.5 47.6875 -37.875 3
1354227081535781966;linaccel/Linear Acceleration Sensor;-5.208403E-4 0.028668612 -0.021992683 3
1354227081535751966;orientation/AK8973 Compass;340.53125 0.890625 0.390625 1
1354227081628891966;orientation/AK8973 Compass;340.4375 1.125 0.734375 1
1354227081628891966;accel/kr3dh;0.12258313 -0.19068487 9.79303 3
1354227081628891966;compass/AK8973 Magnetic Field;17.5 47.9375 -37.625 3
1354227081628891966;linaccel/Linear Acceleration Sensor;0.048768587 0.0045318305 0.15525818 3
1354227081722702966;compass/AK8973 Magnetic Field;17.75 47.6875 -37.375 3
1354227081722641966;accel/kr3dh;0.0 -0.21792556 9.80665 3
1354227081722641966;linaccel/Linear Acceleration Sensor;-0.07314585 -0.010093495 0.16907024 3
1354227081722610966;orientation/AK8973 Compass;340.35938 1.28125 -0.0 1
1354227081817703966;compass/AK8973 Magnetic Field;18.0 47.6875 -37.125 3
1354227081817672966;accel/kr3dh;0.06810174 -0.14982383 9.684067 3
1354227081817672966;linaccel/Linear Acceleration Sensor;-0.0022124425 0.058636427 0.014953613 3
1354227081817611966;orientation/AK8973 Compass;340.26563 0.890625 0.390625 1
1354227081912460966;compass/AK8973 Magnetic Field;18.0 47.4375 -36.625 3
1354227081912429966;accel/kr3dh;0.05448139 -0.17706452 9.79303 3
1354227081912429966;linaccel/Linear Acceleration Sensor;-0.010655712 0.02360411 0.07826805 3
1354227081912399966;orientation/AK8973 Compass;340.17188 1.03125 0.3125 1
1354227082006210966;accel/kr3dh;0.040861044 -0.24516626 9.684067 3
1354227082006210966;compass/AK8973 Magnetic Field;17.75 47.4375 -36.625 3
1354227082006210966;linaccel/Linear Acceleration Sensor;-0.01732539 -0.054486826 -0.065042496 3
1354227082006179966;orientation/AK8973 Compass;340.09375 1.453125 0.25 1
1354227082099258966;orientation/AK8973 Compass;340.03125 0.984375 0.890625 1
1354227082099258966;accel/kr3dh;0.14982383 -0.16344418 9.629586 3
1354227082099258966;compass/AK8973 Magnetic Field;17.5 47.6875 -36.625 3
1354227082099258966;linaccel/Linear Acceleration Sensor;0.09612776 0.021294802 -0.1296606 3
1354227082192489966;compass/AK8973 Magnetic Field;17.5 47.4375 -36.875 3
1354227082192459966;orientation/AK8973 Compass;339.98438 1.28125 0.25 1
1354227082192459966;accel/kr3dh;0.040861044 -0.21792556 9.697687 3
1354227082192459966;linaccel/Linear Acceleration Sensor;-0.0155134015 -0.031709924 -0.04731846 3
1354227082311020995;wifi;00:17:df:a7:33:12,UNKNOWN,-66 00:22:90:39:07:12,UNKNOWN,-74 00:17:df:a7:4c:f2,UNKNOWN,-83 00:17:df:a7:33:15,UNKNOWN,-65 00:23:04:89:cd:b5,UNKNOWN,-75 00:22:90:39:07:15,UNKNOWN,-73 00:17:df:a7:4c:f5,UNKNOWN,-83 00:17:df:a7:33:10,UNKNOWN,-65 00:17:df:a7:33:11,UNKNOWN,-66 00:17:df:a7:33:16,UNKNOWN,-66 00:22:90:39:07:11,UNKNOWN,-73 00:23:04:89:cd:b0,UNKNOWN,-75 00:23:04:89:cd:b1,UNKNOWN,-75 00:22:90:39:07:16,UNKNOWN,-76 00:23:04:89:cd:b6,UNKNOWN,-76 00:22:90:39:07:10,UNKNOWN,-77 00:17:df:a7:4c:f1,UNKNOWN,-83 00:17:df:a7:4c:f0,UNKNOWN,-83 00:17:df:a7:4c:f6,UNKNOWN,-84 
1354227082307754966;compass/AK8973 Magnetic Field;16.75 47.1875 -36.875 3
1354227082307724966;accel/kr3dh;0.12258313 -0.19068487 9.765789 3
1354227082307724966;linaccel/Linear Acceleration Sensor;0.052028783 0.0033405572 0.056651115 3
1354227082307663966;orientation/AK8973 Compass;339.96875 1.125 0.734375 1
1354227082402938966;compass/AK8973 Magnetic Field;16.5 46.9375 -37.125 3
1354227082402908966;accel/kr3dh;0.040861044 -0.19068487 9.724928 3
1354227082402908966;linaccel/Linear Acceleration Sensor;-0.041727345 0.007989064 0.0346756 3
1354227082402877966;orientation/AK8973 Compass;339.98438 1.125 0.25 1
1354227082497268966;accel/kr3dh;0.040861044 -0.19068487 9.697687 3
1354227082497268966;compass/AK8973 Magnetic Field;16.5 46.375 -36.875 3
1354227082497268966;linaccel/Linear Acceleration Sensor;-0.04676612 0.008879885 0.0044403076 3
1354227082590438966;compass/AK8973 Magnetic Field;16.25 46.6875 -36.625 3
1354227082590408966;orientation/AK8973 Compass;339.98438 1.28125 0.5625 1
1354227082590408966;accel/kr3dh;0.095342435 -0.21792556 9.724928 3
1354227082590408966;linaccel/Linear Acceleration Sensor;0.011947192 -0.019954875 0.017404556 3
1354227082684280966;orientation/AK8973 Compass;339.98438 1.28125 0.484375 1
