1364534252385399415;metadata_log_format;3 # nanosecond timing
1364534252387322023;metadata_system_time;1364534252388
1364534252388664797;metadata_surveyName;/sdcard/LocationTracker/1364534252376.txt
1364534252390434816;metadata_notes;
1364534252391838624;metadata_deviceInfo;Board: bryce Brand: Verizon Device: bryce Hardware: qcom Manufacturer: LGE Model: VS910 4G Product: bryce
1364534222958000000;latLngE7LastKnown;378749115 -1222585034 55.0 -1.0 -1.0
1364534252443046719;orientation/AK8973 Compass;11.890625 5.15625 2.625 1
1364534252443046719;accel/kr3dh;0.3677494 -0.7218784 7.981524 3
1364534252443046719;compass/AK8973 Magnetic Field;-28.1875 86.6875 4.6875 3
1364534252443046719;linaccel/Linear Acceleration Sensor;0.0 0.0 0.0 3
1364534252535941719;compass/AK8973 Magnetic Field;-30.1875 84.6875 5.6875 3
1364534252535911719;orientation/AK8973 Compass;15.75 6.078125 1.171875 1
1364534252535911719;accel/kr3dh;0.17706452 -0.92618364 8.676162 3
1364534252535911719;linaccel/Linear Acceleration Sensor;-0.18810116 -0.20153707 0.68522644 3
1364534252629905719;orientation/AK8973 Compass;16.015625 6.984375 1.59375 1
1364534252629905719;accel/kr3dh;0.2860273 -1.2394516 10.133538 3
1364534252629905719;compass/AK8973 Magnetic Field;-31.25 85.6875 3.6875 3
1364534252629905719;linaccel/Linear Acceleration Sensor;-0.06566289 -0.49430907 2.0673904 3
1364534252723136719;compass/AK8973 Magnetic Field;-30.1875 85.6875 4.6875 3
1364534252723106719;accel/kr3dh;0.21792556 -1.2122109 9.970095 3
1364534252723106719;linaccel/Linear Acceleration Sensor;-0.104371145 -0.40342134 1.6579342 3
1364534252723075719;orientation/AK8973 Compass;16.234375 6.921875 1.234375 1
1364534252821067719;compass/AK8973 Magnetic Field;-30.4375 85.4375 5.1875 3
1364534252821037719;accel/kr3dh;0.23154591 -1.0896279 9.507003 3
1364534252821037719;linaccel/Linear Acceleration Sensor;-0.050924107 -0.15904456 0.70595264 3
1364534252820976719;orientation/AK8973 Compass;16.453125 6.53125 1.40625 1
1364534252916648719;compass/AK8973 Magnetic Field;-30.1875 85.4375 4.9375 3
1364534252916618719;accel/kr3dh;0.23154591 -1.1441092 9.765789 3
1364534252916618719;linaccel/Linear Acceleration Sensor;-0.017799571 -0.08147931 0.41867924 3
1364534252916587719;orientation/AK8973 Compass;16.640625 6.671875 1.34375 1
1364534253011436719;compass/AK8973 Magnetic Field;-29.9375 85.1875 5.6875 3
1364534253011405719;accel/kr3dh;0.24516626 -1.1168685 9.643207 3
1364534253011405719;linaccel/Linear Acceleration Sensor;0.015233502 0.036100864 -0.092741966 3
1364534253011344719;orientation/AK8973 Compass;16.8125 6.609375 1.453125 1
1364534253105155719;accel/kr3dh;0.23154591 -1.1304889 9.697687 3
1364534253105155719;compass/AK8973 Magnetic Field;-29.4375 85.4375 5.4375 3
1364534253105155719;linaccel/Linear Acceleration Sensor;0.00784716 0.053082705 -0.1878748 3
1364534253105125719;orientation/AK8973 Compass;16.953125 6.640625 1.375 1
1364534253199302719;compass/AK8973 Magnetic Field;-29.4375 85.4375 5.6875 3
1364534253199271719;accel/kr3dh;0.24516626 -1.2803127 9.643207 3
1364534253199271719;linaccel/Linear Acceleration Sensor;0.018913373 -0.105437756 -0.21851158 3
1364534253199210719;orientation/AK8973 Compass;17.078125 7.546875 1.453125 1
1364534253218132569;wifi;00:24:14:31:e6:21,UNKNOWN,-70 00:24:14:31:f6:e1,UNKNOWN,-74 00:24:14:31:f9:41,UNKNOWN,-90 00:24:14:31:eb:b1,UNKNOWN,-92 00:24:14:31:f8:a1,UNKNOWN,-93 00:24:14:31:e6:23,UNKNOWN,-76 00:24:14:31:f6:e3,UNKNOWN,-78 00:24:14:31:f9:43,UNKNOWN,-84 00:24:14:31:f8:a3,UNKNOWN,-95 00:24:14:31:e6:20,UNKNOWN,-70 00:24:14:31:e6:29,UNKNOWN,-71 00:24:14:31:f6:e0,UNKNOWN,-74 00:24:14:31:e6:24,UNKNOWN,-76 00:24:14:31:e6:22,UNKNOWN,-76 00:24:14:31:f6:e2,UNKNOWN,-79 00:24:14:31:f6:e4,UNKNOWN,-79 00:24:14:31:f9:44,UNKNOWN,-83 00:24:14:31:f9:42,UNKNOWN,-85 00:24:14:31:f9:49,UNKNOWN,-89 00:24:14:31:eb:b9,UNKNOWN,-92 00:24:14:31:f8:a0,UNKNOWN,-93 00:24:14:31:eb:b0,UNKNOWN,-93 00:24:14:31:f8:a9,UNKNOWN,-93 
1364534253211000000;latLngE7Network;378748691 -1222585134 55.0 -1.0 -1.0
1364534253292991719;compass/AK8973 Magnetic Field;-29.4375 85.4375 5.9375 3
1364534253292960719;orientation/AK8973 Compass;17.203125 5.6875 0.3125 1
1364534253292960719;accel/kr3dh;0.05448139 -0.9942854 9.970095 3
1364534253292960719;linaccel/Linear Acceleration Sensor;-0.17497858 0.16488284 0.19211674 3
1364534253385764719;orientation/AK8973 Compass;17.3125 6.5 2.125 1
1364534253385764719;accel/kr3dh;0.35412905 -1.0896279 9.534244 3
1364534253385764719;compass/AK8973 Magnetic Field;-29.6875 85.9375 5.6875 3
1364534253385764719;linaccel/Linear Acceleration Sensor;0.12966928 0.059860826 -0.18326855 3
1364534253479423719;compass/AK8973 Magnetic Field;-30.1875 85.4375 6.4375 3
1364534253479392719;accel/kr3dh;0.24516626 -1.1849703 9.847511 3
1364534253479392719;linaccel/Linear Acceleration Sensor;0.03155093 -0.047071576 0.14332008 3
1364534253479331719;orientation/AK8973 Compass;17.453125 6.875 1.421875 1
1364534253573142719;accel/kr3dh;0.20430522 -1.1168685 9.602345 3
1364534253573142719;compass/AK8973 Magnetic Field;-30.4375 85.1875 5.6875 3
1364534253573142719;linaccel/Linear Acceleration Sensor;-0.0071787536 0.005814433 -0.113425255 3
1364534253573112719;orientation/AK8973 Compass;17.59375 6.640625 1.203125 1
