1354062055200185791;metadata_log_format;3 # nanosecond timing
1354062055201284423;metadata_system_time;1354062055201
1354062055202260986;metadata_surveyName;/sdcard/LocationTracker/1354062055191.txt
1354062055204580322;metadata_notes;
1354062055205678954;metadata_deviceInfo;Board: bryce Brand: Verizon Device: bryce Hardware: qcom Manufacturer: LGE Model: VS910 4G Product: bryce
1354062046106000000;latLngE7LastKnown;378754370 -1222586793 50.0 -1.0 -1.0
1354062055254597894;accel/kr3dh;-0.05448139 0.13620348 9.357179 3
1354062055254597894;compass/AK8973 Magnetic Field;3.875 19.4375 -20.4375 3
1354062055254597894;linaccel/Linear Acceleration Sensor;0.0 0.0 0.0 3
1354062055254567894;orientation/AK8973 Compass;347.64063 -0.84375 -0.328125 1
1354062055348408894;compass/AK8973 Magnetic Field;3.875 20.4375 -20.4375 3
1354062055348378894;orientation/AK8973 Compass;347.75 -0.671875 -0.0 1
1354062055348378894;accel/kr3dh;0.0 0.10896278 9.479762 3
1354062055348378894;linaccel/Linear Acceleration Sensor;0.053719454 -0.026859723 0.12086868 3
1354062055442463894;compass/AK8973 Magnetic Field;2.875 21.4375 -21.4375 3
1354062055442433894;accel/kr3dh;0.027240695 0.040861044 9.997335 3
1354062055442433894;linaccel/Linear Acceleration Sensor;0.07625136 -0.09183793 0.62140656 3
1354062055442402894;orientation/AK8973 Compass;348.03125 -0.21875 0.171875 1
1354062055538655894;accel/kr3dh;0.0 0.05448139 9.929234 3
1354062055538655894;compass/AK8973 Magnetic Field;3.625 20.1875 -20.6875 3
1354062055538655894;linaccel/Linear Acceleration Sensor;0.036055047 -0.06718983 0.4861517 3
1354062055538624894;orientation/AK8973 Compass;348.14063 -0.3125 -0.0 1
1354062055635365894;compass/AK8973 Magnetic Field;3.375 20.6875 -21.1875 3
1354062055635304894;accel/kr3dh;0.013620348 0.05448139 9.833891 3
1354062055635304894;linaccel/Linear Acceleration Sensor;0.030059472 -0.046164524 0.2543726 3
1354062055635274894;orientation/AK8973 Compass;348.29688 -0.3125 0.078125 1
1354062055731953894;compass/AK8973 Magnetic Field;3.125 20.9375 -21.6875 3
1354062055731923894;accel/kr3dh;0.040861044 0.05448139 9.901993 3
1354062055731923894;linaccel/Linear Acceleration Sensor;0.038413018 -0.021371406 0.15690613 3
1354062055731892894;orientation/AK8973 Compass;348.48438 -0.3125 0.21875 1
1354062055827931894;compass/AK8973 Magnetic Field;3.375 20.9375 -21.4375 3
1354062055827900894;accel/kr3dh;0.040861044 0.040861044 9.861132 3
1354062055827900894;linaccel/Linear Acceleration Sensor;0.02488703 -0.015843902 -0.009718895 3
1354062055827870894;orientation/AK8973 Compass;348.625 -0.21875 0.21875 1
1354062055923512894;compass/AK8973 Magnetic Field;3.375 21.4375 -21.1875 3
1354062055923482894;accel/kr3dh;0.0 0.06810174 9.847511 3
1354062055923482894;linaccel/Linear Acceleration Sensor;-0.02491098 0.020969689 -0.07808781 3
1354062055923420894;orientation/AK8973 Compass;348.78125 -0.390625 -0.0 1
1354062056018269894;accel/kr3dh;0.0 0.05448139 9.833891 3
1354062056018269894;compass/AK8973 Magnetic Field;3.625 21.6875 -21.1875 3
1354062056018269894;linaccel/Linear Acceleration Sensor;-0.029233597 0.0089076795 -0.08974552 3
1354062056018239894;orientation/AK8973 Compass;348.89063 -0.3125 -0.0 1
1354062056125875488;wifi;00:17:df:a7:4c:f2,UNKNOWN,-79 00:22:6b:98:8c:d6,UNKNOWN,-83 00:22:90:39:07:12,UNKNOWN,-84 00:22:90:39:70:a2,UNKNOWN,-89 00:17:df:a7:4c:f5,UNKNOWN,-79 00:22:90:39:07:15,UNKNOWN,-84 00:22:90:39:70:a5,UNKNOWN,-90 00:17:df:a7:33:15,UNKNOWN,-91 00:17:df:a7:4c:f1,UNKNOWN,-80 00:22:90:39:70:a1,UNKNOWN,-81 00:22:90:39:07:11,UNKNOWN,-83 00:22:90:39:07:16,UNKNOWN,-85 00:17:df:a7:a7:66,UNKNOWN,-89 00:22:90:39:07:10,UNKNOWN,-89 00:17:df:a7:33:16,UNKNOWN,-91 00:17:df:a7:33:10,UNKNOWN,-92 00:17:df:a7:33:11,UNKNOWN,-90 
1354062056112477894;compass/AK8973 Magnetic Field;3.375 21.1875 -20.6875 3
1354062056112416894;accel/kr3dh;0.040861044 0.06810174 9.874752 3
1354062056112416894;linaccel/Linear Acceleration Sensor;0.013426108 0.019168582 -0.020523071 3
1354062056112385894;orientation/AK8973 Compass;349.01563 -0.390625 0.21875 1
1354062056130000000;latLngE7Network;378754331 -1222586905 50.0 -1.0 -1.0
1354062056205769894;accel/kr3dh;0.0 0.05448139 9.847511 3
1354062056205769894;compass/AK8973 Magnetic Field;2.875 20.9375 -20.9375 3
1354062056205769894;linaccel/Linear Acceleration Sensor;-0.021683544 2.9797107E-4 -0.018691063 3
1354062056205739894;orientation/AK8973 Compass;349.21875 -0.3125 -0.0 1
1354062056300282894;compass/AK8973 Magnetic Field;2.875 21.1875 -21.1875 3
1354062056300252894;accel/kr3dh;0.040861044 0.08172209 9.861132 3
1354062056300252894;linaccel/Linear Acceleration Sensor;0.023983514 0.022622518 0.011659622 3
1354062056300221894;orientation/AK8973 Compass;349.40625 -0.484375 0.21875 1
1354062056396779894;orientation/AK8973 Compass;349.625 -0.3125 -0.0 1
1354062056396779894;accel/kr3dh;0.0 0.05448139 9.861132 3
1354062056396779894;compass/AK8973 Magnetic Field;2.5625 20.6875 -21.1875 3
1354062056396779894;linaccel/Linear Acceleration Sensor;-0.015729992 -0.008375037 0.014929771 3
1354062056492299894;compass/AK8973 Magnetic Field;3.375 21.1875 -20.9375 3
1354062056492268894;accel/kr3dh;0.0 0.06810174 9.861132 3
1354062056492268894;linaccel/Linear Acceleration Sensor;-0.016606998 0.0027052015 0.010881424 3
1354062056492238894;orientation/AK8973 Compass;349.70313 -0.390625 -0.0 1
1354062056587605894;compass/AK8973 Magnetic Field;3.625 20.9375 -20.9375 3
1354062056587575894;accel/kr3dh;0.040861044 0.06810174 9.861132 3
1354062056587575894;linaccel/Linear Acceleration Sensor;0.024383217 0.001542598 0.005241394 3
1354062056587544894;orientation/AK8973 Compass;349.71875 -0.390625 0.21875 1
1354062056681691894;compass/AK8973 Magnetic Field;3.375 20.6875 -21.1875 3
1354062056681660894;orientation/AK8973 Compass;349.78125 -0.3125 0.171875 1
1354062056681660894;accel/kr3dh;0.027240695 0.05448139 9.874752 3
1354062056681660894;linaccel/Linear Acceleration Sensor;0.011772846 -0.01197901 0.0145225525 3
1354062056771000000;rawNmea;$GPGSV,4,1,14,01,01,310,,03,33,240,,06,33,220,,09,11,042,*77
1354062056773000000;rawNmea;$GPGSV,4,2,14,11,16,310,,14,77,157,,18,33,067,,19,42,277,*7D
1354062056776082894;compass/AK8973 Magnetic Field;3.375 21.1875 -21.4375 3
1354062056776051894;orientation/AK8973 Compass;349.84375 -0.390625 0.21875 1
1354062056776051894;accel/kr3dh;0.040861044 0.06810174 9.874752 3
1354062056776051894;linaccel/Linear Acceleration Sensor;0.024045302 0.0025642589 0.011462212 3
1354062056779000000;rawNmea;$GPGSV,4,3,14,21,19,127,,22,66,025,,24,14,049,,31,01,171,*79
1354062056784000000;rawNmea;$GPGSV,4,4,14,32,09,267,,27,,,*42
1354062056787000000;rawNmea;$GPGGA,002054.5,,,,,0,,,,,,,,*7E
1354062056788000000;rawNmea;$GPVTG,,T,,M,,N,,K,N*2C
1354062056790000000;rawNmea;$GPRMC,,V,,,,,,,,,,N*53
1354062056795000000;rawNmea;$GPGSA,A,1,,,,,,,,,,,,,,,*1E
1354062056872059894;compass/AK8973 Magnetic Field;2.875 20.9375 -22.1875 3
1354062056872029894;accel/kr3dh;0.040861044 0.05448139 9.847511 3
1354062056872029894;linaccel/Linear Acceleration Sensor;0.018637722 -0.009602096 -0.018468857 3
1354062056871998894;orientation/AK8973 Compass;349.98438 -0.3125 0.21875 1
