1354231328787505128;metadata_log_format;3 # nanosecond timing
1354231328789092042;metadata_system_time;1354231328789
1354231328790343262;metadata_surveyName;/sdcard/LocationTracker/1354231328776.txt
1354231328792082764;metadata_notes;
1354231328793700197;metadata_deviceInfo;Board: bryce Brand: Verizon Device: bryce Hardware: qcom Manufacturer: LGE Model: VS910 4G Product: bryce
1354231317380000000;latLngE7LastKnown;378753972 -1222587425 50.0 -1.0 -1.0
1354231328840452773;accel/kr3dh;0.12258313 0.19068487 9.820271 3
1354231328840452773;compass/AK8973 Magnetic Field;-19.375 5.3125 -29.5 3
1354231328840452773;linaccel/Linear Acceleration Sensor;0.0 0.0 0.0 3
1354231328840421773;orientation/AK8973 Compass;50.546875 -1.125 0.734375 1
1354231328932401773;accel/kr3dh;0.095342435 0.095342435 9.765789 3
1354231328932401773;compass/AK8973 Magnetic Field;-17.375 6.3125 -29.5 3
1354231328932401773;linaccel/Linear Acceleration Sensor;-0.026883222 -0.094091274 -0.053768158 3
1354231328932371773;orientation/AK8973 Compass;59.71875 -0.5625 0.5625 1
1354231329026243773;accel/kr3dh;0.095342435 0.10896278 9.847511 3
1354231329026243773;compass/AK8973 Magnetic Field;-20.4375 4.3125 -28.5 3
1354231329026243773;linaccel/Linear Acceleration Sensor;-0.024760999 -0.07323403 0.03105259 3
1354231329026212773;orientation/AK8973 Compass;68.390625 -0.640625 0.5625 1
1354231329121244773;compass/AK8973 Magnetic Field;-19.125 5.0625 -29.0 3
1354231329121214773;accel/kr3dh;0.095342435 0.23154591 9.820271 3
1354231329121214773;linaccel/Linear Acceleration Sensor;-0.019347847 0.06540547 0.008408546 3
1354231329121183773;orientation/AK8973 Compass;68.6875 -1.34375 0.5625 1
1354231329217313773;compass/AK8973 Magnetic Field;-18.875 5.3125 -29.0 3
1354231329217283773;accel/kr3dh;0.19068487 0.14982383 9.765789 3
1354231329217283773;linaccel/Linear Acceleration Sensor;0.082529925 -2.169162E-4 -0.043712616 3
1354231329217222773;orientation/AK8973 Compass;68.921875 -0.875 1.125 1
1354231329314207773;compass/AK8973 Magnetic Field;-19.125 5.0625 -29.0 3
1354231329314176773;accel/kr3dh;0.08172209 0.10896278 9.820271 3
1354231329314176773;linaccel/Linear Acceleration Sensor;-0.025404267 -0.03666977 0.011147499 3
1354231329314115773;orientation/AK8973 Compass;69.25 -0.640625 0.46875 1
1354231329409971773;compass/AK8973 Magnetic Field;-18.875 5.8125 -29.75 3
1354231329409940773;accel/kr3dh;0.10896278 0.12258313 9.765789 3
1354231329409940773;linaccel/Linear Acceleration Sensor;-0.0044727847 -0.026468404 -0.040836334 3
1354231329409879773;orientation/AK8973 Compass;69.390625 -0.734375 0.640625 1
1354231329505277773;compass/AK8973 Magnetic Field;-18.875 6.0625 -29.75 3
1354231329505247773;accel/kr3dh;0.095342435 0.17706452 9.765789 3
1354231329505247773;linaccel/Linear Acceleration Sensor;-0.024201639 0.028280437 -0.034659386 3
1354231329505216773;orientation/AK8973 Compass;69.453125 -1.03125 0.5625 1
1354231329599729773;compass/AK8973 Magnetic Field;-19.125 6.0625 -30.0 3
1354231329599699773;orientation/AK8973 Compass;69.515625 -0.953125 1.03125 1
1354231329599699773;accel/kr3dh;0.17706452 0.16344418 9.820271 3
1354231329599699773;linaccel/Linear Acceleration Sensor;0.057517126 0.019276962 0.028183937 3
1354231329699736571;wifi;00:17:df:a7:33:12,UNKNOWN,-72 00:22:90:39:07:12,UNKNOWN,-78 00:17:df:a7:4c:f2,UNKNOWN,-80 00:23:04:89:cd:b2,UNKNOWN,-80 00:17:df:a7:33:15,UNKNOWN,-72 00:17:df:a7:4c:f5,UNKNOWN,-80 00:22:90:39:07:15,UNKNOWN,-78 00:17:df:a7:33:11,UNKNOWN,-72 00:17:df:a7:33:10,UNKNOWN,-72 00:17:df:a7:33:16,UNKNOWN,-72 00:22:90:39:07:10,UNKNOWN,-78 00:22:90:39:07:16,UNKNOWN,-79 00:17:df:a7:4c:f0,UNKNOWN,-80 00:23:04:89:cd:b0,UNKNOWN,-80 00:17:df:a7:4c:f1,UNKNOWN,-81 00:17:df:a7:4c:f6,UNKNOWN,-82 00:23:04:89:cd:b6,UNKNOWN,-82 00:13:5f:55:d8:b0,UNKNOWN,-87 00:17:df:a8:60:66,UNKNOWN,-88 
1354231329697324773;compass/AK8973 Magnetic Field;-19.375 5.8125 -30.0 3
1354231329697294773;accel/kr3dh;0.095342435 0.13620348 9.970095 3
1354231329697294773;linaccel/Linear Acceleration Sensor;-0.022047788 -0.00656195 0.18197632 3
1354231329697263773;orientation/AK8973 Compass;69.671875 -0.78125 0.5625 1
1354231329704000000;latLngE7Network;378754031 -1222587216 50.0 -1.0 -1.0
1354231329790250773;accel/kr3dh;0.13620348 0.14982383 9.79303 3
1354231329790250773;compass/AK8973 Magnetic Field;-19.375 5.3125 -29.5 3
1354231329790250773;linaccel/Linear Acceleration Sensor;0.017215118 0.003364727 -0.00605011 3
1354231329790220773;orientation/AK8973 Compass;69.890625 -0.859375 0.78125 1
1354231329884519773;compass/AK8973 Magnetic Field;-19.375 5.5625 -29.75 3
1354231329884489773;accel/kr3dh;0.13620348 0.17706452 9.833891 3
1354231329884489773;linaccel/Linear Acceleration Sensor;0.012730405 0.025967851 0.0088272095 3
1354231329884458773;orientation/AK8973 Compass;70.03125 -1.03125 0.78125 1
1354231329978483773;accel/kr3dh;0.12258313 0.12258313 9.820271 3
1354231329978483773;compass/AK8973 Magnetic Field;-19.6875 5.3125 -29.25 3
1354231329978483773;linaccel/Linear Acceleration Sensor;-0.00486248 -0.031203024 -0.028120995 3
1354231329978452773;orientation/AK8973 Compass;70.25 -0.734375 0.734375 1
1354231330071256773;compass/AK8973 Magnetic Field;-19.125 5.5625 -29.25 3
1354231330071226773;orientation/AK8973 Compass;70.390625 -0.734375 0.5625 1
1354231330071226773;accel/kr3dh;0.095342435 0.12258313 9.779409 3
1354231330071226773;linaccel/Linear Acceleration Sensor;-0.033973895 -0.03136372 -0.07478237 3
1354231330165189773;compass/AK8973 Magnetic Field;-19.375 5.8125 -29.25 3
1354231330165128773;accel/kr3dh;0.12258313 0.12258313 9.874752 3
1354231330165128773;linaccel/Linear Acceleration Sensor;-0.0051064715 -0.027260445 0.031326294 3
1354231330165098773;orientation/AK8973 Compass;70.5 -0.703125 0.703125 1
1354231330258878773;accel/kr3dh;0.095342435 0.16344418 9.80665 3
1354231330258878773;compass/AK8973 Magnetic Field;-19.125 5.8125 -29.5 3
