1354142952554857178;metadata_log_format;3 # nanosecond timing
1354142952556932375;metadata_system_time;1354142952556
1354142952558305666;metadata_surveyName;/sdcard/LocationTracker/1354142952544.txt
1354142952560075685;metadata_notes;
1354142952561540529;metadata_deviceInfo;Board: bryce Brand: Verizon Device: bryce Hardware: qcom Manufacturer: LGE Model: VS910 4G Product: bryce
1354142937813000000;latLngE7LastKnown;378754460 -1222586705 50.0 -1.0 -1.0
1354142952626267894;compass/AK8973 Magnetic Field;-25.5 3.25 -15.375 3
1354142952626206894;accel/kr3dh;-0.3677494 -1.0623871 9.861132 3
1354142952626206894;linaccel/Linear Acceleration Sensor;0.0 0.0 0.0 3
1354142952626175894;orientation/AK8973 Compass;20.53125 6.140625 -2.125 1
1354142952722550894;accel/kr3dh;-0.313268 -0.939804 9.547864 3
1354142952722550894;compass/AK8973 Magnetic Field;-23.4375 3.25 -16.375 3
1354142952722550894;linaccel/Linear Acceleration Sensor;0.05365032 0.120713174 -0.3084879 3
1354142952722519894;orientation/AK8973 Compass;53.28125 5.625 -1.875 1
1354142952815720894;compass/AK8973 Magnetic Field;-24.4375 3.25 -15.375 3
1354142952815690894;orientation/AK8973 Compass;69.859375 6.453125 -2.09375 1
1354142952815690894;accel/kr3dh;-0.35412905 -1.0896279 9.615966 3
1354142952815690894;linaccel/Linear Acceleration Sensor;0.009030551 -0.036775947 -0.2164917 3
1354142952910202894;compass/AK8973 Magnetic Field;-24.6875 3.5 -16.125 3
1354142952910172894;accel/kr3dh;-0.25878662 -0.9942854 9.670447 3
1354142952910172894;linaccel/Linear Acceleration Sensor;0.09547624 0.044873297 -0.10617924 3
1354142952910141894;orientation/AK8973 Compass;77.796875 5.859375 -1.515625 1
1354142953008988894;accel/kr3dh;-0.29964766 -1.0623871 9.561484 3
1354142953008988894;compass/AK8973 Magnetic Field;-24.4375 3.5 -16.375 3
1354142953008988894;linaccel/Linear Acceleration Sensor;0.03913483 -0.03559029 -0.13850117 3
1354142953008957894;orientation/AK8973 Compass;81.9375 6.328125 -1.796875 1
1354142953105057894;compass/AK8973 Magnetic Field;-24.9375 3.8125 -16.375 3
1354142953105027894;accel/kr3dh;-0.24516626 -0.9942854 9.615966 3
1354142953105027894;linaccel/Linear Acceleration Sensor;0.07360925 0.028277218 -0.021914482 3
1354142953104996894;orientation/AK8973 Compass;82.140625 5.90625 -1.453125 1
1354142953200669894;compass/AK8973 Magnetic Field;-25.25 4.0625 -16.625 3
1354142953200608894;accel/kr3dh;-0.2860273 -0.9125633 9.697687 3
1354142953200608894;linaccel/Linear Acceleration Sensor;0.011288583 0.10949254 0.09364319 3
1354142953200577894;orientation/AK8973 Compass;82.28125 5.375 -1.671875 1
1354142953294968894;orientation/AK8973 Compass;82.421875 6.0 -1.765625 1
1354142953294968894;accel/kr3dh;-0.29964766 -1.0215261 9.697687 3
1354142953294968894;compass/AK8973 Magnetic Field;-25.25 4.0625 -15.875 3
1354142953294968894;linaccel/Linear Acceleration Sensor;-0.019657463 -0.0061388016 0.09877396 3
1354142953389359894;compass/AK8973 Magnetic Field;-25.5 4.8125 -15.625 3
1354142953389298894;accel/kr3dh;-0.32688835 -0.9942854 9.547864 3
1354142953389298894;linaccel/Linear Acceleration Sensor;-0.054538876 0.0059224963 -0.06836128 3
1354142953389267894;orientation/AK8973 Compass;82.453125 5.9375 -1.953125 1
1354142953453721924;wifi;00:17:df:a7:4c:f2,UNKNOWN,-69 00:22:90:39:07:12,UNKNOWN,-74 00:22:6b:98:8c:d6,UNKNOWN,-79 00:17:df:a7:33:12,UNKNOWN,-84 00:22:90:39:70:a2,UNKNOWN,-89 00:22:90:39:07:15,UNKNOWN,-75 00:17:df:a7:a7:65,UNKNOWN,-85 00:22:90:39:70:a5,UNKNOWN,-91 00:22:90:39:07:11,UNKNOWN,-71 00:22:90:39:07:16,UNKNOWN,-72 00:22:90:39:07:10,UNKNOWN,-73 00:17:df:a7:a7:66,UNKNOWN,-85 00:17:df:a7:a7:61,UNKNOWN,-85 00:22:90:39:70:a1,UNKNOWN,-86 00:17:df:a7:33:11,UNKNOWN,-85 00:17:df:a7:33:16,UNKNOWN,-90 
1354142953438000000;latLngE7Network;378754215 -1222586929 50.0 -1.0 -1.0
1354142953483567894;accel/kr3dh;-0.2860273 -0.939804 9.684067 3
1354142953483567894;compass/AK8973 Magnetic Field;-25.5 4.8125 -15.125 3
1354142953483567894;linaccel/Linear Acceleration Sensor;-0.00927189 0.045521438 0.045240402 3
1354142953483536894;orientation/AK8973 Compass;82.46875 5.546875 -1.671875 1
1354142953577836894;orientation/AK8973 Compass;82.453125 5.890625 -1.53125 1
1354142953577836894;accel/kr3dh;-0.25878662 -0.9942854 9.643207 3
1354142953577836894;compass/AK8973 Magnetic Field;-25.25 5.0625 -15.125 3
1354142953577836894;linaccel/Linear Acceleration Sensor;0.029233277 -0.017029703 -0.0068569183 3
1354142953672532894;compass/AK8973 Magnetic Field;-24.9375 5.0625 -15.625 3
1354142953672471894;accel/kr3dh;-0.23154591 -1.0079057 9.547864 3
1354142953672471894;linaccel/Linear Acceleration Sensor;0.0634879 -0.033229172 -0.100357056 3
1354142953672440894;orientation/AK8973 Compass;82.4375 6.03125 -1.375 1
1354142953768326894;compass/AK8973 Magnetic Field;-24.9375 4.0625 -15.375 3
1354142953768296894;accel/kr3dh;-0.313268 -0.9670447 9.588725 3
1354142953768296894;linaccel/Linear Acceleration Sensor;-0.0230183 0.009151101 -0.048793793 3
1354142953768265894;orientation/AK8973 Compass;82.5625 5.75 -1.875 1
1354142953862839894;compass/AK8973 Magnetic Field;-24.6875 4.0625 -15.625 3
1354142953862809894;orientation/AK8973 Compass;82.671875 5.765625 -2.09375 1
1354142953862809894;accel/kr3dh;-0.35412905 -0.9670447 9.575105 3
1354142953862809894;linaccel/Linear Acceleration Sensor;-0.07429159 0.013343096 -0.04458618 3
1354142953957383894;compass/AK8973 Magnetic Field;-24.9375 3.8125 -15.625 3
1354142953957352894;accel/kr3dh;-0.38136974 -1.0896279 9.629586 3
1354142953957352894;linaccel/Linear Acceleration Sensor;-0.102506965 -0.10500276 0.030097008 3
1354142953957291894;orientation/AK8973 Compass;82.84375 6.453125 -2.265625 1
1354142954053818894;accel/kr3dh;-0.313268 -1.0215261 9.656827 3
1354142954053818894;compass/AK8973 Magnetic Field;-24.9375 3.5 -15.875 3
1354142954053818894;linaccel/Linear Acceleration Sensor;-0.016832203 -0.030173779 0.06945133 3
1354142954053788894;orientation/AK8973 Compass;83.03125 6.03125 -1.84375 1
1354142954147599894;compass/AK8973 Magnetic Field;-24.9375 3.8125 -16.125 3
1354142954147568894;accel/kr3dh;-0.32688835 -1.0896279 9.602345 3
