1364532284630293702;metadata_log_format;3 # nanosecond timing
1364532284630751465;metadata_system_time;1364532284631
1364532284631087159;metadata_surveyName;/sdcard/LocationTracker/1364532284623.txt
1364532284631514405;metadata_notes;
1364532284631880616;metadata_deviceInfo;Board: bryce Brand: Verizon Device: bryce Hardware: qcom Manufacturer: LGE Model: VS910 4G Product: bryce
1364532270156000000;latLngE7LastKnown;378748816 -1222584810 55.0 -1.0 -1.0
1364532284658217133;accel/kr3dh;0.095342435 -0.05448139 9.738548 3
1364532284658217133;compass/AK8973 Magnetic Field;-14.0625 40.3125 -7.4375 3
1364532284658217133;linaccel/Linear Acceleration Sensor;0.0 0.0 0.0 3
1364532284658186133;orientation/AK8973 Compass;26.953125 0.3125 0.5625 1
1364532284757643133;accel/kr3dh;0.12258313 -0.040861044 9.711308 3
1364532284757643133;compass/AK8973 Magnetic Field;-14.0625 40.3125 -5.4375 3
1364532284757643133;linaccel/Linear Acceleration Sensor;0.026781008 0.013390508 -0.026780128 3
1364532284757612133;orientation/AK8973 Compass;23.0625 0.25 0.734375 1
1364532284852369133;accel/kr3dh;0.13620348 -0.05448139 9.738548 3
1364532284852369133;compass/AK8973 Magnetic Field;-13.0 41.3125 -5.4375 3
1364532284852369133;linaccel/Linear Acceleration Sensor;0.03791733 -0.0011767484 0.002354622 3
1364532284852339133;orientation/AK8973 Compass;22.703125 0.3125 0.8125 1
1364532284945814133;compass/AK8973 Magnetic Field;-13.75 40.8125 -5.9375 3
1364532284945784133;accel/kr3dh;0.095342435 -0.040861044 9.738548 3
1364532284945784133;linaccel/Linear Acceleration Sensor;-0.008842699 0.01063342 0.0055980682 3
1364532284945753133;orientation/AK8973 Compass;22.4375 0.25 0.5625 1
1364532285043318133;compass/AK8973 Magnetic Field;-13.25 40.8125 -6.1875 3
1364532285043287133;accel/kr3dh;0.095342435 -0.05448139 9.765789 3
1364532285043287133;linaccel/Linear Acceleration Sensor;-0.016227558 -0.0051411577 0.03481579 3
1364532285043226133;orientation/AK8973 Compass;22.15625 0.3125 0.5625 1
1364532285138045133;accel/kr3dh;0.12258313 -0.05448139 9.724928 3
1364532285138045133;compass/AK8973 Magnetic Field;-13.25 40.5625 -6.1875 3
1364532285138045133;linaccel/Linear Acceleration Sensor;0.007708423 -0.0064828284 -0.008307457 3
1364532285137983133;orientation/AK8973 Compass;21.890625 0.3125 0.734375 1
1364532285231703133;orientation/AK8973 Compass;21.671875 0.34375 0.5625 1
1364532285231703133;accel/kr3dh;0.095342435 -0.05448139 9.697687 3
1364532285231703133;compass/AK8973 Magnetic Field;-13.5 40.3125 -6.6875 3
1364532285231703133;linaccel/Linear Acceleration Sensor;-0.017712079 -0.006269861 -0.04016781 3
1364532285325453133;compass/AK8973 Magnetic Field;-13.5 40.0625 -6.9375 3
1364532285325422133;accel/kr3dh;0.095342435 -0.027240695 9.697687 3
1364532285325422133;linaccel/Linear Acceleration Sensor;-0.013776369 0.022332812 -0.04081154 3
1364532285325392133;orientation/AK8973 Compass;21.46875 0.171875 0.5625 1
1364532285419172133;orientation/AK8973 Compass;21.328125 0.3125 0.8125 1
