1364532200500145995;metadata_log_format;3 # nanosecond timing
1364532200500603759;metadata_system_time;1364532200501
1364532200500908935;metadata_surveyName;/sdcard/LocationTracker/1364532200488.txt
1364532200501336181;metadata_notes;
1364532200501732909;metadata_deviceInfo;Board: bryce Brand: Verizon Device: bryce Hardware: qcom Manufacturer: LGE Model: VS910 4G Product: bryce
1364532187422000000;latLngE7LastKnown;378749070 -1222585123 55.0 -1.0 -1.0
1364532200554710863;accel/kr3dh;1.7025435 -0.54481393 9.602345 3
1364532200554710863;compass/AK8973 Magnetic Field;-51.4375 69.5625 -19.625 3
1364532200554710863;linaccel/Linear Acceleration Sensor;0.0 0.0 0.0 3
1364532200554680863;orientation/AK8973 Compass;29.78125 3.1875 10.03125 1
1364532200646782863;accel/kr3dh;1.9477097 -0.50395286 9.316318 3
1364532200646782863;compass/AK8973 Magnetic Field;-50.4375 70.5625 -20.625 3
1364532200646782863;linaccel/Linear Acceleration Sensor;0.24193501 0.040322542 -0.28225708 3
1364532200646751863;orientation/AK8973 Compass;29.984375 3.015625 11.796875 1
1364532200740501863;compass/AK8973 Magnetic Field;-51.4375 69.5625 -20.625 3
1364532200740471863;accel/kr3dh;1.96133 -0.5720546 9.507003 3
1364532200740471863;linaccel/Linear Acceleration Sensor;0.23631477 -0.030004919 -0.072003365 3
1364532200740440863;orientation/AK8973 Compass;30.234375 3.359375 11.640625 1
1364532200836326863;compass/AK8973 Magnetic Field;-51.6875 69.8125 -20.375 3
1364532200836296863;accel/kr3dh;1.9340894 -0.50395286 9.547864 3
1364532200836296863;linaccel/Linear Acceleration Sensor;0.15901828 0.03447473 0.010065079 3
1364532200836265863;orientation/AK8973 Compass;30.46875 2.96875 11.4375 1
1364532200932975863;compass/AK8973 Magnetic Field;-52.1875 69.8125 -20.875 3
1364532200932945863;accel/kr3dh;1.879608 -0.53119355 9.479762 3
1364532200932945863;linaccel/Linear Acceleration Sensor;0.032544494 0.0038926601 -0.015591621 3
1364532200932884863;orientation/AK8973 Compass;30.71875 3.140625 11.203125 1
1364532201028770863;compass/AK8973 Magnetic Field;-52.6875 69.5625 -20.875 3
1364532201028740863;accel/kr3dh;1.879608 -0.5720546 9.507003 3
1364532201028740863;linaccel/Linear Acceleration Sensor;-0.028318644 -0.039301693 0.03083992 3
1364532201028709863;orientation/AK8973 Compass;30.984375 3.390625 11.171875 1
1364532201123283863;compass/AK8973 Magnetic Field;-53.0 69.3125 -20.625 3
1364532201123222863;accel/kr3dh;1.8659877 -0.47671217 9.493382 3
1364532201123222863;linaccel/Linear Acceleration Sensor;-0.0676347 0.055260718 0.013824463 3
1364532201123192863;orientation/AK8973 Compass;31.234375 2.828125 11.125 1
1364532201217003863;accel/kr3dh;1.8932283 -0.50395286 9.534244 3
1364532201217003863;compass/AK8973 Magnetic Field;-53.0 68.8125 -20.625 3
1364532201217003863;linaccel/Linear Acceleration Sensor;-0.032957554 0.027431667 0.04310608 3
