1354226467480066408;metadata_log_format;3 # nanosecond timing
1354226467480524171;metadata_system_time;1354226467481
1354226467480951417;metadata_surveyName;/sdcard/LocationTracker/1354226467462.txt
1354226467481439698;metadata_notes;
1354226467481805909;metadata_deviceInfo;Board: bryce Brand: Verizon Device: bryce Hardware: qcom Manufacturer: LGE Model: VS910 4G Product: bryce
1354226457529000000;latLngE7LastKnown;378754207 -1222587080 50.0 -1.0 -1.0
1354226467521172994;compass/AK8973 Magnetic Field;-28.5 34.5625 -32.5625 3
1354226467521142994;orientation/AK8973 Compass;19.40625 -0.640625 -1.453125 1
1354226467521142994;accel/kr3dh;-0.24516626 0.10896278 9.670447 3
1354226467521142994;linaccel/Linear Acceleration Sensor;0.0 0.0 0.0 3
1354226467614953994;compass/AK8973 Magnetic Field;-28.5 33.5625 -32.5625 3
1354226467614922994;orientation/AK8973 Compass;29.953125 -0.734375 -0.890625 1
1354226467614922994;accel/kr3dh;-0.14982383 0.12258313 9.670447 3
1354226467614922994;linaccel/Linear Acceleration Sensor;0.0940091 0.013429843 0.0 3
1354226467707177994;accel/kr3dh;-0.29964766 0.095342435 9.547864 3
1354226467707177994;compass/AK8973 Magnetic Field;-27.5 33.5625 -31.5625 3
1354226467707177994;linaccel/Linear Acceleration Sensor;-0.06109017 -0.014487065 -0.12095833 3
1354226467707146994;orientation/AK8973 Compass;35.0 -0.5625 -1.796875 1
1354226467801476994;compass/AK8973 Magnetic Field;-28.25 33.8125 -32.5625 3
1354226467801446994;accel/kr3dh;-0.095342435 0.040861044 9.670447 3
1354226467801446994;linaccel/Linear Acceleration Sensor;0.1335057 -0.06870535 0.009548187 3
1354226467801415994;orientation/AK8973 Compass;35.3125 -0.25 -0.5625 1
1354226467897973994;compass/AK8973 Magnetic Field;-27.75 33.3125 -32.3125 3
1354226467897942994;accel/kr3dh;-0.12258313 0.10896278 9.670447 3
1354226467897942994;linaccel/Linear Acceleration Sensor;0.092185654 0.004514344 0.024261475 3
