1364534785101312745;metadata_log_format;3 # nanosecond timing
1364534785102838624;metadata_system_time;1364534785103
1364534785104395020;metadata_surveyName;/sdcard/LocationTracker/1364534785087.txt
1364534785106165039;metadata_notes;
1364534785107629884;metadata_deviceInfo;Board: bryce Brand: Verizon Device: bryce Hardware: qcom Manufacturer: LGE Model: VS910 4G Product: bryce
1364534731657000000;latLngE7LastKnown;378748532 -1222585364 55.0 -1.0 -1.0
1364534785146416807;compass/AK8973 Magnetic Field;-24.125 69.5625 10.75 3
1364534785146386807;orientation/AK8973 Compass;2.625 -10.125 -6.46875 1
1364534785146386807;accel/kr3dh;-0.43585113 0.6810174 3.7864566 3
1364534785146386807;linaccel/Linear Acceleration Sensor;0.0 0.0 0.0 3
1364534785242333807;accel/kr3dh;-0.3677494 0.24516626 5.802268 3
1364534785242333807;compass/AK8973 Magnetic Field;-24.125 68.5625 11.75 3
1364534785242333807;linaccel/Linear Acceleration Sensor;0.06707659 -0.4292906 1.9854693 3
1364534785242303807;orientation/AK8973 Compass;10.75 -2.40625 -3.609375 1
1364534785335961807;accel/kr3dh;-0.35412905 -0.4903325 9.738548 3
1364534785335961807;compass/AK8973 Magnetic Field;-25.1875 70.5625 10.75 3
1364534785335961807;linaccel/Linear Acceleration Sensor;0.07506698 -1.1197381 5.7059507 3
1364534785335931807;orientation/AK8973 Compass;15.015625 2.890625 -2.0625 1
1364534785433526807;orientation/AK8973 Compass;15.25 3.921875 -2.234375 1
1364534785433526807;accel/kr3dh;-0.42223078 -0.7354988 10.7192135 3
1364534785433526807;compass/AK8973 Magnetic Field;-24.375 69.5625 11.5 3
1364534785433526807;linaccel/Linear Acceleration Sensor;-0.007303685 -1.2071416 5.9135313 3
1364534785529168807;compass/AK8973 Magnetic Field;-24.125 69.5625 11.75 3
1364534785529137807;accel/kr3dh;-0.19068487 -0.6810174 10.841797 3
1364534785529137807;linaccel/Linear Acceleration Sensor;0.20387729 -0.85405046 4.552246 3
1364534785529076807;orientation/AK8973 Compass;15.46875 3.578125 -1.015625 1
1364534785624108807;compass/AK8973 Magnetic Field;-24.375 70.0625 11.5 3
1364534785624078807;accel/kr3dh;-0.24516626 -0.54481393 10.392325 3
1364534785624078807;linaccel/Linear Acceleration Sensor;0.12268858 -0.34288582 2.2106285 3
1364534785624017807;orientation/AK8973 Compass;15.6875 3.0 -1.34375 1
1364534785718804807;accel/kr3dh;-0.313268 -0.54481393 10.119919 3
1364534785718804807;linaccel/Linear Acceleration Sensor;0.018192977 -0.024255276 0.27910042 3
1364534785718743807;orientation/AK8973 Compass;15.890625 3.078125 -1.765625 1
1364534785813775807;compass/AK8973 Magnetic Field;-24.875 70.3125 11.0 3
1364534785813744807;accel/kr3dh;-0.35412905 -0.4903325 9.765789 3
1364534785813744807;linaccel/Linear Acceleration Sensor;-0.060120493 0.1972247 -1.0150576 3
1364534785813714807;orientation/AK8973 Compass;16.09375 2.890625 -2.0625 1
1364534785909142807;compass/AK8973 Magnetic Field;-25.4375 70.8125 11.0 3
1364534785909112807;accel/kr3dh;-0.24516626 -0.20430522 7.5456724 3
1364534785909112807;linaccel/Linear Acceleration Sensor;0.029022828 0.49384397 -3.3643951 3
1364534785909081807;orientation/AK8973 Compass;16.296875 1.53125 -1.84375 1
1364534785928217043;wifi;c0:c1:c0:23:05:83,UNKNOWN,-68 00:24:14:31:e6:21,UNKNOWN,-83 00:24:14:31:eb:b1,UNKNOWN,-84 00:24:14:31:f6:e1,UNKNOWN,-85 00:24:14:31:f6:e3,UNKNOWN,-75 00:24:14:31:e6:23,UNKNOWN,-83 00:24:14:31:eb:b3,UNKNOWN,-85 00:24:14:31:f6:e2,UNKNOWN,-74 00:24:14:31:f6:e4,UNKNOWN,-74 00:24:14:31:e6:22,UNKNOWN,-82 00:24:14:31:e6:24,UNKNOWN,-83 00:24:14:31:f6:e9,UNKNOWN,-85 00:24:14:31:eb:b4,UNKNOWN,-85 00:24:14:31:eb:b9,UNKNOWN,-85 00:24:14:31:eb:b2,UNKNOWN,-85 00:24:14:31:f6:e0,UNKNOWN,-86 00:24:14:31:e6:20,UNKNOWN,-88 00:24:14:31:e6:29,UNKNOWN,-89 
1364534785921000000;latLngE7Network;378748696 -1222585471 55.0 -1.0 -1.0
1364534786004052807;orientation/AK8973 Compass;16.5 1.734375 -1.984375 1
1364534786004052807;accel/kr3dh;-0.313268 -0.27240697 9.057531 3
1364534786004052807;compass/AK8973 Magnetic Field;-25.4375 70.5625 11.25 3
1364534786004052807;linaccel/Linear Acceleration Sensor;-0.03679788 0.3334665 -1.3655148 3
1364534786099908807;accel/kr3dh;-0.32688835 -0.47671217 10.010956 3
1364534786099908807;compass/AK8973 Magnetic Field;-25.4375 70.0625 11.25 3
1364534786099908807;linaccel/Linear Acceleration Sensor;-0.03865972 -0.0045229793 0.3591528 3
1364534786099847807;orientation/AK8973 Compass;16.6875 2.71875 -1.875 1
1364534786194085807;accel/kr3dh;-0.3677494 -0.313268 9.384419 3
1364534786194085807;compass/AK8973 Magnetic Field;-24.875 69.5625 11.25 3
1364534786194085807;linaccel/Linear Acceleration Sensor;-0.06828794 0.04879427 0.33436012 3
1364534786194054807;orientation/AK8973 Compass;16.84375 1.90625 -2.234375 1
1364534786288018807;compass/AK8973 Magnetic Field;-24.875 69.3125 11.25 3
1364534786287987807;accel/kr3dh;-0.35412905 -0.4903325 9.697687 3
1364534786287987807;linaccel/Linear Acceleration Sensor;-0.042394906 -0.17764652 0.8194847 3
1364534786287926807;orientation/AK8973 Compass;17.0 2.890625 -2.09375 1
1364534786383233807;compass/AK8973 Magnetic Field;-24.375 69.5625 11.5 3
1364534786383202807;accel/kr3dh;-0.44947147 -0.24516626 9.820271 3
1364534786383202807;linaccel/Linear Acceleration Sensor;-0.1203562 0.07526018 0.7451086 3
1364534786383172807;orientation/AK8973 Compass;17.109375 1.421875 -2.625 1
1364534786478265807;compass/AK8973 Magnetic Field;-24.125 69.8125 11.5 3
1364534786478234807;accel/kr3dh;-0.44947147 -0.43585113 9.615966 3
1364534786478234807;linaccel/Linear Acceleration Sensor;-0.09631929 -0.08537239 0.22326851 3
1364534786478204807;orientation/AK8973 Compass;17.203125 2.609375 -2.6875 1
1364534786572625807;orientation/AK8973 Compass;17.296875 2.234375 -2.296875 1
1364534786572625807;accel/kr3dh;-0.3949901 -0.38136974 9.80665 3
1364534786572625807;compass/AK8973 Magnetic Field;-24.125 69.8125 11.75 3
1364534786572625807;linaccel/Linear Acceleration Sensor;-0.012401432 -0.008800656 0.16184902 3
1364534786667657807;compass/AK8973 Magnetic Field;-23.875 69.5625 11.75 3
1364534786667596807;accel/kr3dh;-0.42223078 -0.38136974 9.711308 3
1364534786667596807;linaccel/Linear Acceleration Sensor;-0.0117432475 -4.4476986E-4 -0.061433792 3
1364534786667565807;orientation/AK8973 Compass;17.375 2.234375 -2.484375 1
1364534786698389162;wifi;c0:c1:c0:23:05:83,UNKNOWN,-71 00:24:14:31:eb:b1,UNKNOWN,-82 00:24:14:31:f6:e1,UNKNOWN,-85 00:24:14:31:e6:21,UNKNOWN,-89 00:24:14:31:f6:e3,UNKNOWN,-69 00:24:14:31:e6:23,UNKNOWN,-83 00:24:14:31:eb:b3,UNKNOWN,-88 00:24:14:31:f6:e2,UNKNOWN,-71 00:24:14:31:f6:e4,UNKNOWN,-74 00:24:14:31:eb:b9,UNKNOWN,-82 00:24:14:31:eb:b0,UNKNOWN,-83 00:24:14:31:e6:20,UNKNOWN,-83 00:24:14:31:e6:24,UNKNOWN,-83 00:24:14:31:e6:22,UNKNOWN,-83 00:24:14:31:f6:e0,UNKNOWN,-85 00:24:14:31:f6:e9,UNKNOWN,-85 00:24:14:31:eb:b2,UNKNOWN,-89 00:24:14:31:e6:29,UNKNOWN,-89 
1364534786700000000;rawNmea;$GPGSV,3,1,12,01,02,032,,02,17,180,,04,39,150,,08,03,142,*71
1364534786708000000;rawNmea;$GPGSV,3,2,12,09,63,170,,12,12,289,,15,20,247,,17,61,039,*7E
1364534786718000000;rawNmea;$GPGSV,3,3,12,24,41,307,,26,13,205,,28,30,081,,27,,,*49
1364534786721000000;rawNmea;$GPGGA,,,,,,0,,,,,,,,*66
1364534786723000000;rawNmea;$GPVTG,,T,,M,,N,,K,N*2C
1364534786728000000;rawNmea;$GPRMC,,V,,,,,,,,,,N*53
1364534786730000000;rawNmea;$GPGSA,A,1,,,,,,,,,,,,,,,*1E
1364534786761651807;accel/kr3dh;-0.3949901 -0.42223078 9.697687 3
1364534786761651807;compass/AK8973 Magnetic Field;-24.125 69.0625 11.25 3
1364534786761651807;linaccel/Linear Acceleration Sensor;0.031698346 -0.038298607 -0.10351372 3
1364534786761620807;orientation/AK8973 Compass;17.46875 2.484375 -2.328125 1
1364534786854943807;orientation/AK8973 Compass;17.546875 2.0625 -3.1875 1
1364534786854943807;accel/kr3dh;-0.54481393 -0.35412905 9.79303 3
1364534786854943807;compass/AK8973 Magnetic Field;-24.125 69.0625 11.0 3
1364534786854943807;linaccel/Linear Acceleration Sensor;-0.11450976 0.033095032 0.011437416 3
1364534786948510807;orientation/AK8973 Compass;17.625 1.53125 -2.09375 1
1364534786948510807;accel/kr3dh;-0.35412905 -0.25878662 9.643207 3
1364534786948510807;compass/AK8973 Magnetic Field;-24.125 69.3125 11.0 3
1364534786948510807;linaccel/Linear Acceleration Sensor;0.07667372 0.12971333 -0.10907459 3
