1364531763674617678;metadata_log_format;3 # nanosecond timing
1364531763676143557;metadata_system_time;1364531763676
1364531763678188236;metadata_surveyName;/sdcard/LocationTracker/1364531763604.txt
1364531763679897220;metadata_notes;
1364531763681362064;metadata_deviceInfo;Board: bryce Brand: Verizon Device: bryce Hardware: qcom Manufacturer: LGE Model: VS910 4G Product: bryce
1364531754193000000;latLngE7LastKnown;378749490 -1222585522 55.0 -1.0 -1.0
1364531763725825552;orientation/AK8973 Compass;5.40625 -2.234375 0.25 1
1364531763725825552;accel/kr3dh;0.040861044 0.38136974 9.697687 3
1364531763725825552;compass/AK8973 Magnetic Field;5.1875 27.1875 37.0625 3
1364531763725825552;linaccel/Linear Acceleration Sensor;0.0 0.0 0.0 3
1364531763818934552;orientation/AK8973 Compass;355.10938 -2.015625 -0.0 1
1364531763818934552;accel/kr3dh;0.0 0.3405087 9.697687 3
1364531763818934552;compass/AK8973 Magnetic Field;6.1875 24.125 37.0625 3
1364531763818934552;linaccel/Linear Acceleration Sensor;-0.040302686 -0.040302724 0.0 3
1364531763911769552;accel/kr3dh;0.040861044 0.35412905 9.765789 3
1364531763911769552;compass/AK8973 Magnetic Field;5.1875 26.1875 37.0625 3
1364531763911769552;linaccel/Linear Acceleration Sensor;0.0031434074 -0.02372858 0.06718063 3
1364531763911738552;orientation/AK8973 Compass;354.70313 -2.0625 0.25 1
1364531764005549552;accel/kr3dh;0.013620348 0.3677494 9.697687 3
1364531764005549552;compass/AK8973 Magnetic Field;5.9375 25.4375 37.3125 3
1364531764005549552;linaccel/Linear Acceleration Sensor;-0.018980432 -0.0034294128 -0.005302429 3
1364531764005519552;orientation/AK8973 Compass;350.46875 -2.1875 0.078125 1
1364531764102259552;compass/AK8973 Magnetic Field;6.6875 24.875 37.0625 3
1364531764102229552;accel/kr3dh;0.040861044 0.35412905 9.697687 3
1364531764102229552;linaccel/Linear Acceleration Sensor;0.013772331 -0.008780897 -0.013486862 3
1364531764102137552;orientation/AK8973 Compass;350.09375 -2.09375 0.25 1
1364531764199427552;compass/AK8973 Magnetic Field;6.6875 25.1875 37.0625 3
1364531764199397552;accel/kr3dh;0.0 0.3677494 9.697687 3
1364531764199397552;linaccel/Linear Acceleration Sensor;-0.023900233 0.010237932 -0.019420624 3
1364531764199366552;orientation/AK8973 Compass;349.73438 -2.1875 -0.0 1
1364531764296382552;compass/AK8973 Magnetic Field;6.9375 24.875 36.8125 3
1364531764296321552;accel/kr3dh;0.0 0.35412905 9.765789 3
1364531764296321552;linaccel/Linear Acceleration Sensor;-0.022242323 -0.0023085177 0.049194336 3
1364531764296290552;orientation/AK8973 Compass;349.34375 -2.0625 -0.0 1
1364531764392634552;orientation/AK8973 Compass;349.0625 -2.234375 0.25 1
1364531764392634552;accel/kr3dh;0.040861044 0.38136974 9.697687 3
1364531764392634552;compass/AK8973 Magnetic Field;6.6875 25.4375 36.3125 3
1364531764392634552;linaccel/Linear Acceleration Sensor;0.021377385 0.023202986 -0.016524315 3
1364531764485743552;accel/kr3dh;-0.027240695 0.38136974 9.765789 3
1364531764485743552;compass/AK8973 Magnetic Field;6.4375 25.6875 36.3125 3
1364531764485743552;linaccel/Linear Acceleration Sensor;-0.04286744 0.020053357 0.049829483 3
