1353894693414413574;metadata_log_format;3 # nanosecond timing
1353894693414901855;metadata_system_time;1353894693414
1353894693415268066;metadata_surveyName;/sdcard/LocationTracker/1353894693402.txt
1353894693415756347;metadata_notes;
1353894693416153076;metadata_deviceInfo;Board: bryce Brand: Verizon Device: bryce Hardware: qcom Manufacturer: LGE Model: VS910 4G Product: bryce
1353856623678000000;latLngE7LastKnown;378756222 -1222782500 45.0 -1.0 -1.0
1353894693394057609;accel/kr3dh;-5.298315 5.053149 6.1700177 3
1353894693487899609;accel/kr3dh;-4.767122 5.066769 6.810174 3
1353894693487899609;compass/AK8973 Magnetic Field;10.5625 -7.0625 20.6875 3
1353894693487899609;linaccel/Linear Acceleration Sensor;0.0 0.0 0.0 3
1353894693487868609;orientation/AK8973 Compass;229.5625 -31.359375 -29.3125 1
1353894693581923609;compass/AK8973 Magnetic Field;10.0625 -6.5625 20.6875 3
1353894693581893609;orientation/AK8973 Compass;229.65625 -25.78125 -25.140625 1
1353894693581893609;accel/kr3dh;-4.467474 4.576437 8.349273 3
1353894693581893609;linaccel/Linear Acceleration Sensor;0.29542637 -0.4834242 1.517416 3
1353894693675948609;compass/AK8973 Magnetic Field;10.5625 -6.8125 20.4375 3
1353894693675918609;accel/kr3dh;-3.214402 4.8352237 8.730643 3
1353894693675918609;linaccel/Linear Acceleration Sensor;1.5070212 -0.18933344 1.7711382 3
1353894693675887609;orientation/AK8973 Compass;229.5 -27.453125 -17.859375 1
1353894693774154609;compass/AK8973 Magnetic Field;11.0625 -6.8125 20.1875 3
1353894693774123609;accel/kr3dh;-3.8545585 4.426613 7.763598 3
1353894693774123609;linaccel/Linear Acceleration Sensor;0.7049537 -0.5109062 0.4632125 3
1353894693774093609;orientation/AK8973 Compass;229.59375 -27.03125 -23.328125 1
1353894693869826609;compass/AK8973 Magnetic Field;11.0625 -7.3125 19.6875 3
1353894693869765609;accel/kr3dh;-4.004382 4.4129925 7.43671 3
1353894693869765609;linaccel/Linear Acceleration Sensor;0.2644539 -0.39967346 -0.3062625 3
1353894693869735609;orientation/AK8973 Compass;229.65625 -27.578125 -24.859375 1
1353894693964980609;orientation/AK8973 Compass;229.8125 -25.84375 -24.890625 1
