1354227230535925293;metadata_log_format;3 # nanosecond timing
1354227230537481689;metadata_system_time;1354227230538
1354227230538824463;metadata_surveyName;/sdcard/LocationTracker/1354227230525.txt
1354227230540991211;metadata_notes;
1354227230542578125;metadata_deviceInfo;Board: bryce Brand: Verizon Device: bryce Hardware: qcom Manufacturer: LGE Model: VS910 4G Product: bryce
1354227218198000000;latLngE7LastKnown;378754215 -1222587399 50.0 -1.0 -1.0
1354227230592413123;compass/AK8973 Magnetic Field;9.9375 44.625 -38.625 3
1354227230592321123;accel/kr3dh;-0.095342435 -0.095342435 9.643207 3
1354227230592321123;linaccel/Linear Acceleration Sensor;0.0 0.0 0.0 3
1354227230592260123;orientation/AK8973 Compass;344.20313 0.5625 -0.5625 1
1354227230689489123;orientation/AK8973 Compass;344.5625 0.3125 -0.390625 1
1354227230689489123;accel/kr3dh;-0.06810174 -0.05448139 9.738548 3
1354227230689489123;compass/AK8973 Magnetic Field;7.875 43.625 -37.625 3
1354227230689489123;linaccel/Linear Acceleration Sensor;0.026813664 0.040220495 0.093847275 3
1354227230782995123;orientation/AK8973 Compass;344.76563 0.078125 -0.0 1
1354227230782995123;accel/kr3dh;0.0 -0.013620348 9.80665 3
1354227230782995123;compass/AK8973 Magnetic Field;9.9375 45.625 -36.625 3
1354227230782995123;linaccel/Linear Acceleration Sensor;0.091781944 0.07723046 0.15334034 3
1354227230875311123;compass/AK8973 Magnetic Field;9.1875 44.625 -37.625 3
1354227230875280123;accel/kr3dh;-0.05448139 -0.13620348 9.779409 3
1354227230875280123;linaccel/Linear Acceleration Sensor;0.02761076 -0.0546825 0.10296726 3
1354227230875250123;orientation/AK8973 Compass;345.0 0.8125 -0.3125 1
1354227230971349123;accel/kr3dh;0.0 -0.027240695 9.697687 3
1354227230971349123;compass/AK8973 Magnetic Field;8.6875 44.625 -37.625 3
1354227230971349123;linaccel/Linear Acceleration Sensor;0.06416124 0.04263927 -0.016633987 3
1354227230971319123;orientation/AK8973 Compass;345.25 0.171875 -0.0 1
1354227231069799123;compass/AK8973 Magnetic Field;8.9375 44.875 -37.875 3
1354227231069769123;accel/kr3dh;-0.027240695 -0.027240695 9.79303 3
1354227231069769123;linaccel/Linear Acceleration Sensor;0.016094418 0.035387784 0.04324341 3
1354227231069738123;orientation/AK8973 Compass;345.46875 0.171875 -0.171875 1
1354227231165319123;compass/AK8973 Magnetic Field;8.9375 44.875 -38.125 3
1354227231165289123;accel/kr3dh;-0.10896278 -0.013620348 9.711308 3
1354227231165289123;linaccel/Linear Acceleration Sensor;-0.08052784 0.044201788 -0.054953575 3
1354227231165228123;orientation/AK8973 Compass;345.70313 0.078125 -0.640625 1
1354227231259832123;accel/kr3dh;-0.095342435 -0.05448139 9.765789 3
1354227231259832123;compass/AK8973 Magnetic Field;9.1875 44.875 -38.375 3
1354227231259832123;linaccel/Linear Acceleration Sensor;-0.06896014 -0.004909694 4.6730042E-4 3
1354227231259802123;orientation/AK8973 Compass;345.90625 0.3125 -0.5625 1
1354227231354803123;compass/AK8973 Magnetic Field;9.1875 45.125 -38.125 3
1354227231354742123;accel/kr3dh;-0.05448139 -0.12258313 9.820271 3
1354227231354742123;linaccel/Linear Acceleration Sensor;-0.014596511 -0.08222067 0.062397003 3
1354227231354711123;orientation/AK8973 Compass;346.07813 0.734375 -0.3125 1
