1354133749060397217;metadata_log_format;3 # nanosecond timing
1354133749061739991;metadata_system_time;1354133749062
1354133749062747072;metadata_surveyName;/sdcard/LocationTracker/1354133749047.txt
1354133749063937257;metadata_notes;
1354133749065096925;metadata_deviceInfo;Board: bryce Brand: Verizon Device: bryce Hardware: qcom Manufacturer: LGE Model: VS910 4G Product: bryce
1354133735542000000;latLngE7LastKnown;378754290 -1222587268 50.0 -1.0 -1.0
1354133749120119359;accel/kr3dh;0.040861044 -0.06810174 9.588725 3
1354133749120119359;compass/AK8973 Magnetic Field;6.875 27.5 -68.9375 3
1354133749120119359;linaccel/Linear Acceleration Sensor;0.0 0.0 0.0 3
1354133749120089359;orientation/AK8973 Compass;354.70313 0.421875 0.25 1
1354133749212435359;compass/AK8973 Magnetic Field;7.875 27.5 -70.0 3
1354133749212404359;orientation/AK8973 Compass;348.875 0.5625 0.25 1
1354133749212404359;accel/kr3dh;0.040861044 -0.095342435 9.588725 3
1354133749212404359;linaccel/Linear Acceleration Sensor;0.0 -0.02687899 9.536743E-7 3
1354133749305575359;compass/AK8973 Magnetic Field;7.875 28.5 -71.0 3
1354133749305544359;orientation/AK8973 Compass;348.54688 0.5625 0.25 1
1354133749305544359;accel/kr3dh;0.040861044 -0.095342435 9.561484 3
1354133749305544359;linaccel/Linear Acceleration Sensor;3.7252903E-9 -0.024785414 -0.026867867 3
1354133749399111359;orientation/AK8973 Compass;348.28125 0.421875 -0.0 1
1354133749399111359;accel/kr3dh;0.0 -0.06810174 9.602345 3
1354133749399111359;compass/AK8973 Magnetic Field;7.625 27.75 -70.0 3
1354133749399111359;linaccel/Linear Acceleration Sensor;-0.040293775 0.007351421 0.015554428 3
1354133749495547359;compass/AK8973 Magnetic Field;7.875 27.75 -70.25 3
1354133749495485359;accel/kr3dh;0.0 -0.095342435 9.602345 3
1354133749495485359;linaccel/Linear Acceleration Sensor;-0.036881644 -0.013776682 0.017680168 3
1354133749495455359;orientation/AK8973 Compass;348.0 0.5625 -0.0 1
1354133749592745359;compass/AK8973 Magnetic Field;7.875 28.0 -70.25 3
1354133749592714359;accel/kr3dh;0.040861044 -0.095342435 9.602345 3
1354133749592714359;linaccel/Linear Acceleration Sensor;0.011905482 -0.00954929 0.017199516 3
1354133749592684359;orientation/AK8973 Compass;347.70313 0.5625 0.25 1
1354133749686403359;orientation/AK8973 Compass;347.39063 0.421875 0.25 1
1354133749686403359;accel/kr3dh;0.040861044 -0.06810174 9.575105 3
1354133749686403359;compass/AK8973 Magnetic Field;8.125 27.75 -70.0 3
1354133749686403359;linaccel/Linear Acceleration Sensor;0.020347841 0.019570671 -0.01409626 3
1354133749780184359;compass/AK8973 Magnetic Field;8.4375 28.0 -70.0 3
1354133749780153359;accel/kr3dh;-0.013620348 -0.05448139 9.588725 3
1354133749780153359;linaccel/Linear Acceleration Sensor;-0.030477632 0.03294039 -0.0049152374 3
1354133749780092359;orientation/AK8973 Compass;347.125 0.34375 -0.078125 1
1354133749874239359;compass/AK8973 Magnetic Field;8.125 27.75 -70.5 3
1354133749874209359;orientation/AK8973 Compass;346.89063 0.5625 -0.0 1
1354133749874209359;accel/kr3dh;0.0 -0.095342435 9.602345 3
1354133749874209359;linaccel/Linear Acceleration Sensor;-0.017537165 -0.0113325715 0.007534027 3
1354133749935519288;wifi;00:17:df:a7:4c:f2,UNKNOWN,-74 00:22:90:39:07:12,UNKNOWN,-83 00:17:df:a7:4c:f5,UNKNOWN,-74 00:22:90:39:07:15,UNKNOWN,-81 00:22:90:39:70:a5,UNKNOWN,-88 00:17:df:a7:4c:f6,UNKNOWN,-73 00:17:df:a7:4c:f1,UNKNOWN,-73 00:17:df:a7:4c:f0,UNKNOWN,-75 00:22:90:39:07:11,UNKNOWN,-82 00:22:90:39:07:16,UNKNOWN,-84 00:22:90:39:07:10,UNKNOWN,-84 00:22:90:39:70:a0,UNKNOWN,-88 00:22:90:39:70:a6,UNKNOWN,-89 00:22:90:39:70:a1,UNKNOWN,-90 
1354133749903000000;latLngE7Network;378754501 -1222586434 50.0 -1.0 -1.0
1354133749967867359;orientation/AK8973 Compass;346.57813 0.890625 0.25 1
1354133749967867359;accel/kr3dh;0.040861044 -0.14982383 9.588725 3
1354133749967867359;compass/AK8973 Magnetic Field;8.4375 27.75 -70.5 3
1354133749967867359;linaccel/Linear Acceleration Sensor;0.023677053 -0.07014508 -0.0045289993 3
1354133750062807359;compass/AK8973 Magnetic Field;7.875 27.75 -70.5 3
1354133750062777359;accel/kr3dh;0.040861044 -0.013620348 9.602345 3
1354133750062777359;linaccel/Linear Acceleration Sensor;0.02575539 0.06643188 0.010400772 3
1354133750062746359;orientation/AK8973 Compass;346.39063 0.078125 0.25 1
1354133750156832359;orientation/AK8973 Compass;346.20313 0.421875 0.171875 1
1354133750156832359;accel/kr3dh;0.027240695 -0.06810174 9.615966 3
1354133750156832359;compass/AK8973 Magnetic Field;7.875 27.5 -71.0 3
1354133750156832359;linaccel/Linear Acceleration Sensor;0.0111100245 0.016159393 0.023228645 3
1354133750251284359;compass/AK8973 Magnetic Field;7.875 28.0 -70.5 3
1354133750251253359;accel/kr3dh;0.05448139 -0.095342435 9.615966 3
1354133750251253359;linaccel/Linear Acceleration Sensor;0.03220488 -0.010854349 0.019780159 3
1354133750251223359;orientation/AK8973 Compass;346.0 0.5625 0.34375 1
1354133750345064359;accel/kr3dh;0.040861044 -0.027240695 9.588725 3
1354133750345064359;compass/AK8973 Magnetic Field;7.875 28.0 -70.75 3
1354133750345064359;linaccel/Linear Acceleration Sensor;0.010118183 0.051184364 -0.012908936 3
1354133750345034359;orientation/AK8973 Compass;345.84375 0.171875 0.25 1
1354133750439699359;compass/AK8973 Magnetic Field;8.4375 28.25 -70.75 3
1354133750439669359;accel/kr3dh;-0.08172209 -0.040861044 9.575105 3
1354133750439669359;linaccel/Linear Acceleration Sensor;-0.11838779 0.02904239 -0.03088665 3
1354133750439638359;orientation/AK8973 Compass;345.75 0.25 -0.484375 1
1354133750534823359;compass/AK8973 Magnetic Field;8.125 28.25 -70.5 3
1354133750534762359;accel/kr3dh;-0.05448139 -0.05448139 9.561484 3
1354133750534762359;linaccel/Linear Acceleration Sensor;-0.08644321 0.006365314 -0.043156624 3
1354133750534731359;orientation/AK8973 Compass;345.67188 0.34375 -0.34375 1
1354133750610000000;rawNmea;$GPGSV,3,1,12,05,20,045,,06,01,310,,15,28,115,,16,13,319,*7E
1354133750612000000;rawNmea;$GPGSV,3,2,12,18,42,210,,21,58,300,,22,04,217,,25,18,188,*75
1354133750616000000;rawNmea;$GPGSV,3,3,12,26,22,077,,29,67,113,,30,29,289,,27,,,*49
1354133750622000000;rawNmea;$GPGGA,201550.4,,,,,0,,,,,,,,*7F
1354133750626000000;rawNmea;$GPVTG,,T,,M,,N,,K,N*2C
1354133750630648359;compass/AK8973 Magnetic Field;8.4375 28.25 -70.75 3
1354133750630617359;accel/kr3dh;0.040861044 -0.095342435 9.615966 3
1354133750630617359;linaccel/Linear Acceleration Sensor;0.028693125 -0.042484 0.019479752 3
1354133750630587359;orientation/AK8973 Compass;345.46875 0.5625 0.25 1
1354133750635000000;rawNmea;$GPRMC,,V,,,,,,,,,,N*53
1354133750637000000;rawNmea;$GPGSA,A,1,,,,,,,,,,,,,,,*1E
