1354130584483826660;metadata_log_format;3 # nanosecond timing
1354130584484345459;metadata_system_time;1354130584484
1354130584484772705;metadata_surveyName;/sdcard/LocationTracker/1354130584474.txt
1354130584485230469;metadata_notes;
1354130584485993408;metadata_deviceInfo;Board: bryce Brand: Verizon Device: bryce Hardware: qcom Manufacturer: LGE Model: VS910 4G Product: bryce
1354130571370000000;latLngE7LastKnown;378754363 -1222586981 50.0 -1.0 -1.0
1354130584523133043;accel/kr3dh;0.013620348 -0.040861044 9.547864 3
1354130584523133043;compass/AK8973 Magnetic Field;14.0 37.5625 -6.25 3
1354130584523133043;linaccel/Linear Acceleration Sensor;0.0 0.0 0.0 3
1354130584523102043;orientation/AK8973 Compass;329.0625 0.25 0.078125 1
1354130584615052043;accel/kr3dh;0.0 -0.05448139 9.520623 3
1354130584615052043;compass/AK8973 Magnetic Field;16.0 38.5625 -5.25 3
1354130584615052043;linaccel/Linear Acceleration Sensor;-0.0134418 -0.013441801 -0.026884079 3
1354130584615021043;orientation/AK8973 Compass;333.25 0.34375 -0.0 1
1354130584707703043;accel/kr3dh;0.027240695 -0.0 9.547864 3
1354130584707703043;compass/AK8973 Magnetic Field;14.0 38.5625 -6.25 3
1354130584707703043;linaccel/Linear Acceleration Sensor;0.014464676 0.04133901 0.0020542145 3
1354130584707673043;orientation/AK8973 Compass;333.67188 0.0 0.171875 1
1354130584803071043;compass/AK8973 Magnetic Field;14.75 38.0625 -6.0 3
1354130584803040043;accel/kr3dh;-0.027240695 -0.0 9.534244 3
1354130584803040043;linaccel/Linear Acceleration Sensor;-0.0387192 0.039625693 -0.008169174 3
1354130584803009043;orientation/AK8973 Compass;334.0 0.0 -0.171875 1
1354130584903199043;compass/AK8973 Magnetic Field;15.0 38.3125 -5.75 3
1354130584903168043;accel/kr3dh;0.0 -0.027240695 9.547864 3
1354130584903168043;linaccel/Linear Acceleration Sensor;-0.008700889 0.005173927 0.008879662 3
1354130584903138043;orientation/AK8973 Compass;334.29688 0.171875 -0.0 1
1354130584998108043;compass/AK8973 Magnetic Field;14.75 38.5625 -5.75 3
1354130584998078043;accel/kr3dh;0.0 -0.027240695 9.575105 3
1354130584998078043;linaccel/Linear Acceleration Sensor;-0.0039660055 -0.0047583263 0.036815643 3
1354130584998047043;orientation/AK8973 Compass;334.59375 0.171875 -0.0 1
1354130585095643043;compass/AK8973 Magnetic Field;15.0 38.8125 -6.0 3
1354130585095612043;accel/kr3dh;-0.013620348 -0.0 9.507003 3
1354130585095612043;linaccel/Linear Acceleration Sensor;-0.011971156 0.015110765 -0.034288406 3
1354130585095551043;orientation/AK8973 Compass;334.85938 0.0 -0.078125 1
